año_mes,Actos notariales de compra venta de inmuebles anotados en el Colegio de Escribanos. CABA ,Var. mensual (%),Var. Anual (%) 
2011-08,5795,4.52741702741704,5.80609822895746
2011-09,6124,5.67730802415876,8.25525897118613
2011-10,5603,-8.50751143043762,6.82554814108676
2011-11,6134,9.47706585757631,1.57310813048519
2011-12,6316,2.9670687968699,-10.2458433991758
2012-01,3320,-47.4350854971501,-14.0564328242299
2012-02,3052,-8.07228915662651,-18.3738967638406
2012-03,4660,52.6867627785059,-4.80081716036772
2012-04,3550,-23.8197424892704,-25.27888865502
2012-05,4668,31.4929577464789,-15.3581142339075
2012-06,4757,1.90659811482434,-17.255174813011
2012-07,4017,-15.5560227033845,-27.54329004329
2012-08,3776,-5.99950211600697,-34.8403796376186
2012-09,3256,-13.771186440678,-46.8321358589157
2012-10,3594,10.3808353808354,-35.8557915402463
2012-11,3473,-3.36672231496939,-43.3811542223671
2012-12,4474,28.8223437949899,-29.1640278657378
2013-01,2043,-54.3361645060349,-38.4638554216867
2013-02,1717,-15.9569260890847,-43.7418086500655
2013-03,2730,58.9982527664531,-41.4163090128755
2013-04,2735,0.183150183150183,-22.9577464788732
2013-05,3425,25.2285191956124,-26.6281062553556
2013-06,2634,-23.0948905109489,-44.628967836872
2013-07,3121,18.4889901290813,-22.3052028877272
2013-08,3044,-2.4671579621916,-19.385593220339
2013-09,3237,6.34034165571615,-0.583538083538082
2013-10,3529,9.02069817732469,-1.80856983861992
2013-11,3319,-5.95069424766223,-4.43420673769076
2013-12,4381,31.9975896354324,-2.07867679928475
2014-01,2030,-53.6635471353572,-0.636319138521779
2014-02,1996,-1.67487684729064,16.2492719860221
2014-03,2222,11.3226452905812,-18.6080586080586
2014-04,2682,20.7020702070207,-1.93784277879342
2014-05,2896,7.97912005965697,-15.4452554744526
2014-06,3154,8.90883977900552,19.7418375094913
2014-07,3115,-1.23652504755866,-0.192246074975966
2014-08,2762,-11.3322632423756,-9.26412614980289
2014-09,3103,12.3461259956553,-4.13963546493668
2014-10,3125,0.708991298743156,-11.4480022669311
2014-11,2717,-13056,-18.1379933714974
2014-12,3890,43.1726168568274,-11.2074868751427
2015-01,1726,-55.6298200514139,-14.9753694581281
2015-02,1629,-5.61993047508691,-18.3867735470942
2015-03,2750,68.8152240638428,23.7623762376238
2015-04,2851,3.67272727272727,6.30126771066368
2015-05,3131,9.82111539810593,8.11464088397791
2015-06,3365,7.47365059086553,6.68991756499684
2015-07,4083,21.3372956909361,31.0754414125201
2015-08,2936,-28.0920891501347,6.29978276611152
2015-09,3533,20.3337874659401,13.8575572027071
2015-10,3523,-0.283045570336826,12736
2015-11,3450,-2.07209764405336,26.9782848730217
2015-12,4401,27.5652173913044,13.1362467866324
2016-01,1901,-56.8052715291979,10.1390498261877
2016-02,1920,0.999473961073116,17.8637200736648
2016-03,3139,63.4895833333333,14.1454545454546
2016-04,3347,6.62631411277477,17.3974044195019
2016-05,3648,8.99312817448461,16.5122963909294
2016-06,3644,-0.109649122807021,8.29123328380386
2016-07,3571,-2.00329308452251,-12.539799167279
2016-08,4224,18.2861943433212,43.8692098092643
2016-09,4212,-0.284090909090906,19.2187942258704
2016-10,4153,-1.40075973409307,17.8824865171729
2016-11,5020,20.8764748374669,45.5072463768116
2016-12,6210,23.7051792828685,41.1042944785276
2017-01,3426,-44.8309178743961,80.2209363492898
2017-02,3017,-11.9381202568593,57.1354166666667
2017-03,4513,49.5856811402055,43.7719018795795
2017-04,4035,-10.5916241967649,20.5557215416791
2017-05,5100,26.3940520446097,39.8026315789474
2017-06,5174,1.45098039215685,41.98682766191
2017-07,5312,2.66718206416698,48.7538504620555
2017-08,6026,13.441265060241,42.6609848484848
2017-09,6014,-0.199137072685029,42.7825261158594
2017-10,6154,2.32790156301963,48.1820370816277
2017-11,6771,10.0259993500162,34.8804780876494
2017-12,7861,16.0980652783931,26.5861513687601
2018-01,4493,-42.8444218292838,31.144191476941
2018-02,4040,-10.0823503227242,33.9078554855817
2018-03,6076,50.3960396039604,34.6332816308442
2018-04,5979,-1.59644502962475,48.17843866171
2018-05,5897,-1.3714668004683,15.6274509803922
2018-06,4593,-22.1129387824317,-11.2292230382683
2018-07,4414,-3.89723492270847,-16.9051204819277
2018-08,4549,3.05845038513819,-24.510454696316
2018-09,3544,-22.0927676412398,-41.070834718989
2018-10,3671,3.58352144469527,-40.3477413064673
2018-11,3689,0.490329610460361,-45.5176487963373
2018-12,4656,26.2130658715099,-40.7708942882585
2019-01,2028,-56.4432989690722,-54.8631204095259
2019-02,2142,5.62130177514792,-46.980198019802
2019-03,2738,27.8244631185808,-54.9374588545095
2019-04,2774,1.31482834185537,-53.6042816524502
2019-05,3198,15.2847873107426,-45.7690351025945
"2019-06,2695,""-15,7285803627267"",""-41,3237535379926"""
"2019-07,3208,""19,0352504638219"",""-27,3221567739012"""
"2019-08,2950,""-8,0423940149626"",""-35,1505825456144"""
"2019-09,2871,""-2,67796610169492"",""-18,989841986456"""
"2019-10,3152,""9,78753047718566"",""-14,1378371016072"""
"2019-11,2410,""-23,5406091370558"",""-34,6706424505286"""
"2019-12,3265,""35,4771784232365"",""-29,8754295532646"""
"2020-01,1390,""-57,427258805513"",""-31,4595660749507"""
"2020-02,1417,""1,94244604316546"",""-33,8468720821662"""
"2020-03,1403,""-0,988002822865212"",""-48,7582176771366"""
"2020-04,7,""-99,5010691375624"",""-99,7476568132661"""
"2020-05,681,""9628,57142857143"",""-78,7054409005629"""
"2020-06,1405,""106,314243759178"",""-47,8664192949907"""
"2020-07,573,""-59,2170818505338"",""-82,1384039900249"""
"2020-08,1605,""180,104712041885"",""-45,5932203389831"""
"2020-09,2181,""35,8878504672897"",""-24,0334378265413"""
"2020-10,2528,""15,9101329665291"",""-19,7969543147208"""
"2020-11,2515,""-0,514240506329116"",""4,35684647302905"""
"2020-12,3065,""21,8687872763419"",""-6,12557427258805"""
"2021-01,1619,""-47,1778140293638"",""16,4748201438849"""
"2021-02,1499,""-7,41198270537369"",""5,78687367678194"""
