barrio,año,trimestre,precio_prom,ambientes,estado,comuna
CHACARITA,2013,2,2319,3 ambientes,Usado,15
CHACARITA,2013,3,,3 ambientes,Usado,15
CHACARITA,2013,4,,3 ambientes,Usado,15
CHACARITA,2014,1,,3 ambientes,Usado,15
CHACARITA,2014,2,,3 ambientes,Usado,15
CHACARITA,2014,3,,3 ambientes,Usado,15
CHACARITA,2014,4,1868,3 ambientes,Usado,15
CHACARITA,2015,1,,3 ambientes,Usado,15
CHACARITA,2015,2,2007,3 ambientes,Usado,15
CHACARITA,2015,3,2184,3 ambientes,Usado,15
CHACARITA,2015,4,2058,3 ambientes,Usado,15
CHACARITA,2016,1,2262,3 ambientes,Usado,15
CHACARITA,2016,2,2266,3 ambientes,Usado,15
CHACARITA,2016,3,2112,3 ambientes,Usado,15
CHACARITA,2016,4,2252,3 ambientes,Usado,15
CHACARITA,2017,1,2358,3 ambientes,Usado,15
CHACARITA,2017,2,2457,3 ambientes,Usado,15
CHACARITA,2017,3,2615,3 ambientes,Usado,15
CHACARITA,2017,4,2635,3 ambientes,Usado,15
CHACARITA,2018,1,2655,3 ambientes,Usado,15
CHACARITA,2018,2,2984,3 ambientes,Usado,15
CHACARITA,2018,3,2954,3 ambientes,Usado,15
CHACARITA,2018,4,2847,3 ambientes,Usado,15
CHACARITA,2019,1,2874,3 ambientes,Usado,15
CHACARITA,2019,2,2700,3 ambientes,Usado,15
COGHLAN,2010,1,,3 ambientes,Usado,12
COGHLAN,2010,2,,3 ambientes,Usado,12
COGHLAN,2010,3,,3 ambientes,Usado,12
COGHLAN,2010,4,2007,3 ambientes,Usado,12
COGHLAN,2011,1,,3 ambientes,Usado,12
COGHLAN,2011,2,,3 ambientes,Usado,12
COGHLAN,2011,3,,3 ambientes,Usado,12
COGHLAN,2011,4,,3 ambientes,Usado,12
COGHLAN,2012,1,,3 ambientes,Usado,12
COGHLAN,2012,2,,3 ambientes,Usado,12
COGHLAN,2012,3,,3 ambientes,Usado,12
COGHLAN,2012,4,,3 ambientes,Usado,12
COGHLAN,2013,1,,3 ambientes,Usado,12
COGHLAN,2013,2,,3 ambientes,Usado,12
COGHLAN,2013,3,,3 ambientes,Usado,12
COGHLAN,2013,4,,3 ambientes,Usado,12
COGHLAN,2014,1,,3 ambientes,Usado,12
COGHLAN,2014,2,,3 ambientes,Usado,12
COGHLAN,2014,3,,3 ambientes,Usado,12
COGHLAN,2014,4,,3 ambientes,Usado,12
COGHLAN,2015,1,2438,3 ambientes,Usado,12
COGHLAN,2015,2,2416,3 ambientes,Usado,12
COGHLAN,2015,3,2409,3 ambientes,Usado,12
COGHLAN,2015,4,2380,3 ambientes,Usado,12
COGHLAN,2016,1,2569,3 ambientes,Usado,12
COGHLAN,2016,2,2363,3 ambientes,Usado,12
COGHLAN,2016,3,2602,3 ambientes,Usado,12
COGHLAN,2016,4,,3 ambientes,Usado,12
COGHLAN,2017,1,,3 ambientes,Usado,12
COGHLAN,2017,2,2919,3 ambientes,Usado,12
COGHLAN,2017,3,3048,3 ambientes,Usado,12
COGHLAN,2017,4,,3 ambientes,Usado,12
COGHLAN,2018,1,,3 ambientes,Usado,12
COGHLAN,2018,2,,3 ambientes,Usado,12
COGHLAN,2018,3,,3 ambientes,Usado,12
COGHLAN,2018,4,2876,3 ambientes,Usado,12
COGHLAN,2019,1,,3 ambientes,Usado,12
COGHLAN,2019,2,3347,3 ambientes,Usado,12
COLEGIALES,2010,1,1796,3 ambientes,Usado,13
COLEGIALES,2010,2,,3 ambientes,Usado,13
COLEGIALES,2010,3,,3 ambientes,Usado,13
COLEGIALES,2010,4,1872,3 ambientes,Usado,13
COLEGIALES,2011,1,,3 ambientes,Usado,13
COLEGIALES,2011,2,2127,3 ambientes,Usado,13
COLEGIALES,2011,3,2221,3 ambientes,Usado,13
COLEGIALES,2011,4,,3 ambientes,Usado,13
COLEGIALES,2012,1,,3 ambientes,Usado,13
COLEGIALES,2012,2,,3 ambientes,Usado,13
COLEGIALES,2012,3,,3 ambientes,Usado,13
COLEGIALES,2012,4,,3 ambientes,Usado,13
COLEGIALES,2013,1,,3 ambientes,Usado,13
COLEGIALES,2013,2,,3 ambientes,Usado,13
COLEGIALES,2013,3,,3 ambientes,Usado,13
COLEGIALES,2013,4,2451,3 ambientes,Usado,13
COLEGIALES,2014,1,,3 ambientes,Usado,13
COLEGIALES,2014,2,,3 ambientes,Usado,13
COLEGIALES,2014,3,,3 ambientes,Usado,13
COLEGIALES,2014,4,,3 ambientes,Usado,13
COLEGIALES,2015,1,2389,3 ambientes,Usado,13
COLEGIALES,2015,2,2342,3 ambientes,Usado,13
COLEGIALES,2015,3,2582,3 ambientes,Usado,13
COLEGIALES,2015,4,2558,3 ambientes,Usado,13
COLEGIALES,2016,1,2453,3 ambientes,Usado,13
COLEGIALES,2016,2,2476,3 ambientes,Usado,13
COLEGIALES,2016,3,2571,3 ambientes,Usado,13
COLEGIALES,2016,4,2679,3 ambientes,Usado,13
COLEGIALES,2017,1,2743,3 ambientes,Usado,13
COLEGIALES,2017,2,2791,3 ambientes,Usado,13
COLEGIALES,2017,3,3050,3 ambientes,Usado,13
COLEGIALES,2017,4,3136,3 ambientes,Usado,13
COLEGIALES,2018,1,3193,3 ambientes,Usado,13
COLEGIALES,2018,2,3244,3 ambientes,Usado,13
COLEGIALES,2018,3,3326,3 ambientes,Usado,13
COLEGIALES,2018,4,3209,3 ambientes,Usado,13
COLEGIALES,2019,1,3200,3 ambientes,Usado,13
COLEGIALES,2019,2,3155,3 ambientes,Usado,13
CONSTITUCION,2010,1,1106,3 ambientes,Usado,1
CONSTITUCION,2010,2,1130,3 ambientes,Usado,1
CONSTITUCION,2010,3,1150,3 ambientes,Usado,1
CONSTITUCION,2010,4,1182,3 ambientes,Usado,1
CONSTITUCION,2011,1,1152,3 ambientes,Usado,1
CONSTITUCION,2011,2,1251,3 ambientes,Usado,1
CONSTITUCION,2011,3,1223,3 ambientes,Usado,1
CONSTITUCION,2011,4,,3 ambientes,Usado,1
CONSTITUCION,2012,1,,3 ambientes,Usado,1
CONSTITUCION,2012,2,,3 ambientes,Usado,1
CONSTITUCION,2012,3,,3 ambientes,Usado,1
CONSTITUCION,2012,4,,3 ambientes,Usado,1
CONSTITUCION,2013,1,,3 ambientes,Usado,1
CONSTITUCION,2013,2,,3 ambientes,Usado,1
CONSTITUCION,2013,3,,3 ambientes,Usado,1
CONSTITUCION,2013,4,,3 ambientes,Usado,1
CONSTITUCION,2014,1,,3 ambientes,Usado,1
CONSTITUCION,2014,2,,3 ambientes,Usado,1
CONSTITUCION,2014,3,,3 ambientes,Usado,1
CONSTITUCION,2014,4,,3 ambientes,Usado,1
CONSTITUCION,2015,1,1476,3 ambientes,Usado,1
CONSTITUCION,2015,2,1449,3 ambientes,Usado,1
CONSTITUCION,2015,3,1551,3 ambientes,Usado,1
CONSTITUCION,2015,4,1433,3 ambientes,Usado,1
CONSTITUCION,2016,1,1507,3 ambientes,Usado,1
CONSTITUCION,2016,2,1523,3 ambientes,Usado,1
CONSTITUCION,2016,3,1544,3 ambientes,Usado,1
CONSTITUCION,2016,4,1528,3 ambientes,Usado,1
CONSTITUCION,2017,1,1585,3 ambientes,Usado,1
CONSTITUCION,2017,2,1625,3 ambientes,Usado,1
CONSTITUCION,2017,3,1635,3 ambientes,Usado,1
CONSTITUCION,2017,4,1711,3 ambientes,Usado,1
CONSTITUCION,2018,1,1761,3 ambientes,Usado,1
CONSTITUCION,2018,2,1749,3 ambientes,Usado,1
CONSTITUCION,2018,3,1767,3 ambientes,Usado,1
CONSTITUCION,2018,4,1761,3 ambientes,Usado,1
CONSTITUCION,2019,1,1760,3 ambientes,Usado,1
CONSTITUCION,2019,2,1666,3 ambientes,Usado,1
FLORES,2010,1,1229,3 ambientes,Usado,7
FLORES,2010,2,1223,3 ambientes,Usado,7
FLORES,2010,3,1278,3 ambientes,Usado,7
FLORES,2010,4,1300,3 ambientes,Usado,7
FLORES,2011,1,1350,3 ambientes,Usado,7
FLORES,2011,2,1378,3 ambientes,Usado,7
FLORES,2011,3,1414,3 ambientes,Usado,7
FLORES,2011,4,1784,3 ambientes,Usado,7
FLORES,2012,1,1705,3 ambientes,Usado,7
FLORES,2012,2,1633,3 ambientes,Usado,7
FLORES,2012,3,1691,3 ambientes,Usado,7
FLORES,2012,4,1693,3 ambientes,Usado,7
FLORES,2013,1,,3 ambientes,Usado,7
FLORES,2013,2,1721,3 ambientes,Usado,7
FLORES,2013,3,1750,3 ambientes,Usado,7
FLORES,2013,4,1831,3 ambientes,Usado,7
FLORES,2014,1,1776,3 ambientes,Usado,7
FLORES,2014,2,1709,3 ambientes,Usado,7
FLORES,2014,3,1767,3 ambientes,Usado,7
FLORES,2014,4,1701,3 ambientes,Usado,7
FLORES,2015,1,1763,3 ambientes,Usado,7
FLORES,2015,2,1752,3 ambientes,Usado,7
FLORES,2015,3,,3 ambientes,Usado,7
FLORES,2015,4,1779,3 ambientes,Usado,7
FLORES,2016,1,1831,3 ambientes,Usado,7
FLORES,2016,2,1864,3 ambientes,Usado,7
FLORES,2016,3,1899,3 ambientes,Usado,7
FLORES,2016,4,1919,3 ambientes,Usado,7
FLORES,2017,1,1937,3 ambientes,Usado,7
FLORES,2017,2,1992,3 ambientes,Usado,7
FLORES,2017,3,2018,3 ambientes,Usado,7
FLORES,2017,4,2076,3 ambientes,Usado,7
FLORES,2018,1,2171,3 ambientes,Usado,7
FLORES,2018,2,2218,3 ambientes,Usado,7
FLORES,2018,3,2215,3 ambientes,Usado,7
FLORES,2018,4,2192,3 ambientes,Usado,7
FLORES,2019,1,2284,3 ambientes,Usado,7
FLORES,2019,2,2260,3 ambientes,Usado,7
FLORESTA,2010,1,,3 ambientes,Usado,10
FLORESTA,2010,2,,3 ambientes,Usado,10
FLORESTA,2010,3,1223,3 ambientes,Usado,10
FLORESTA,2010,4,1230,3 ambientes,Usado,10
FLORESTA,2011,1,1216,3 ambientes,Usado,10
FLORESTA,2011,2,1385,3 ambientes,Usado,10
FLORESTA,2011,3,1421,3 ambientes,Usado,10
FLORESTA,2011,4,1590,3 ambientes,Usado,10
FLORESTA,2012,1,,3 ambientes,Usado,10
FLORESTA,2012,2,1559,3 ambientes,Usado,10
FLORESTA,2012,3,,3 ambientes,Usado,10
FLORESTA,2012,4,1594,3 ambientes,Usado,10
FLORESTA,2013,1,,3 ambientes,Usado,10
FLORESTA,2013,2,,3 ambientes,Usado,10
FLORESTA,2013,3,,3 ambientes,Usado,10
FLORESTA,2013,4,1704,3 ambientes,Usado,10
FLORESTA,2014,1,,3 ambientes,Usado,10
FLORESTA,2014,2,1618,3 ambientes,Usado,10
FLORESTA,2014,3,1639,3 ambientes,Usado,10
FLORESTA,2014,4,,3 ambientes,Usado,10
FLORESTA,2015,1,1691,3 ambientes,Usado,10
FLORESTA,2015,2,1715,3 ambientes,Usado,10
FLORESTA,2015,3,1763,3 ambientes,Usado,10
FLORESTA,2015,4,1752,3 ambientes,Usado,10
FLORESTA,2016,1,1734,3 ambientes,Usado,10
FLORESTA,2016,2,1731,3 ambientes,Usado,10
FLORESTA,2016,3,1806,3 ambientes,Usado,10
FLORESTA,2016,4,1769,3 ambientes,Usado,10
FLORESTA,2017,1,1817,3 ambientes,Usado,10
FLORESTA,2017,2,1821,3 ambientes,Usado,10
FLORESTA,2017,3,1834,3 ambientes,Usado,10
FLORESTA,2017,4,1921,3 ambientes,Usado,10
FLORESTA,2018,1,1961,3 ambientes,Usado,10
FLORESTA,2018,2,2078,3 ambientes,Usado,10
FLORESTA,2018,3,2016,3 ambientes,Usado,10
FLORESTA,2018,4,2046,3 ambientes,Usado,10
FLORESTA,2019,1,2091,3 ambientes,Usado,10
FLORESTA,2019,2,2066,3 ambientes,Usado,10
PATERL,2010,1,,3 ambientes,Usado,15
PATERL,2010,2,,3 ambientes,Usado,15
PATERL,2010,3,,3 ambientes,Usado,15
PATERL,2010,4,,3 ambientes,Usado,15
PATERL,2011,1,,3 ambientes,Usado,15
PATERL,2011,2,,3 ambientes,Usado,15
PATERL,2011,3,,3 ambientes,Usado,15
PATERL,2011,4,,3 ambientes,Usado,15
PATERL,2012,1,,3 ambientes,Usado,15
PATERL,2012,2,,3 ambientes,Usado,15
PATERL,2012,3,,3 ambientes,Usado,15
PATERL,2012,4,,3 ambientes,Usado,15
PATERL,2013,1,,3 ambientes,Usado,15
PATERL,2013,2,,3 ambientes,Usado,15
PATERL,2013,3,,3 ambientes,Usado,15
PATERL,2013,4,,3 ambientes,Usado,15
PATERL,2014,1,,3 ambientes,Usado,15
PATERL,2014,2,,3 ambientes,Usado,15
PATERL,2014,3,,3 ambientes,Usado,15
PATERL,2014,4,,3 ambientes,Usado,15
PATERL,2015,1,,3 ambientes,Usado,15
PATERL,2015,2,,3 ambientes,Usado,15
PATERL,2015,3,,3 ambientes,Usado,15
PATERL,2015,4,,3 ambientes,Usado,15
PATERL,2016,1,1801,3 ambientes,Usado,15
PATERL,2016,2,,3 ambientes,Usado,15
PATERL,2016,3,,3 ambientes,Usado,15
PATERL,2016,4,,3 ambientes,Usado,15
PATERL,2017,1,,3 ambientes,Usado,15
PATERL,2017,2,,3 ambientes,Usado,15
PATERL,2017,3,,3 ambientes,Usado,15
PATERL,2017,4,,3 ambientes,Usado,15
PATERL,2018,1,,3 ambientes,Usado,15
PATERL,2018,2,,3 ambientes,Usado,15
PATERL,2018,3,,3 ambientes,Usado,15
PATERL,2018,4,,3 ambientes,Usado,15
PATERL,2019,1,,3 ambientes,Usado,15
PATERL,2019,2,,3 ambientes,Usado,15
LINIERS,2010,1,,3 ambientes,Usado,9
LINIERS,2010,2,,3 ambientes,Usado,9
LINIERS,2010,3,1039,3 ambientes,Usado,9
LINIERS,2010,4,1037,3 ambientes,Usado,9
LINIERS,2011,1,1083,3 ambientes,Usado,9
LINIERS,2011,2,1059,3 ambientes,Usado,9
LINIERS,2011,3,1152,3 ambientes,Usado,9
LINIERS,2011,4,,3 ambientes,Usado,9
LINIERS,2012,1,1229,3 ambientes,Usado,9
LINIERS,2012,2,,3 ambientes,Usado,9
LINIERS,2012,3,,3 ambientes,Usado,9
LINIERS,2012,4,,3 ambientes,Usado,9
LINIERS,2013,1,,3 ambientes,Usado,9
LINIERS,2013,2,,3 ambientes,Usado,9
LINIERS,2013,3,,3 ambientes,Usado,9
LINIERS,2013,4,1504,3 ambientes,Usado,9
LINIERS,2014,1,1603,3 ambientes,Usado,9
LINIERS,2014,2,,3 ambientes,Usado,9
LINIERS,2014,3,1466,3 ambientes,Usado,9
LINIERS,2014,4,1570,3 ambientes,Usado,9
LINIERS,2015,1,1603,3 ambientes,Usado,9
LINIERS,2015,2,1628,3 ambientes,Usado,9
LINIERS,2015,3,,3 ambientes,Usado,9
LINIERS,2015,4,1658,3 ambientes,Usado,9
LINIERS,2016,1,1665,3 ambientes,Usado,9
LINIERS,2016,2,1649,3 ambientes,Usado,9
LINIERS,2016,3,1743,3 ambientes,Usado,9
LINIERS,2016,4,1806,3 ambientes,Usado,9
LINIERS,2017,1,1782,3 ambientes,Usado,9
LINIERS,2017,2,1782,3 ambientes,Usado,9
LINIERS,2017,3,1877,3 ambientes,Usado,9
LINIERS,2017,4,1856,3 ambientes,Usado,9
LINIERS,2018,1,1936,3 ambientes,Usado,9
LINIERS,2018,2,1952,3 ambientes,Usado,9
LINIERS,2018,3,2043,3 ambientes,Usado,9
LINIERS,2018,4,2067,3 ambientes,Usado,9
LINIERS,2019,1,2089,3 ambientes,Usado,9
LINIERS,2019,2,2009,3 ambientes,Usado,9
MATADEROS,2010,1,1031,3 ambientes,Usado,9
MATADEROS,2010,2,1003,3 ambientes,Usado,9
MATADEROS,2010,3,1017,3 ambientes,Usado,9
MATADEROS,2010,4,1016,3 ambientes,Usado,9
MATADEROS,2011,1,920,3 ambientes,Usado,9
MATADEROS,2011,2,944,3 ambientes,Usado,9
MATADEROS,2011,3,1163,3 ambientes,Usado,9
MATADEROS,2011,4,,3 ambientes,Usado,9
MATADEROS,2012,1,,3 ambientes,Usado,9
MATADEROS,2012,2,,3 ambientes,Usado,9
MATADEROS,2012,3,,3 ambientes,Usado,9
MATADEROS,2012,4,,3 ambientes,Usado,9
MATADEROS,2013,1,,3 ambientes,Usado,9
MATADEROS,2013,2,,3 ambientes,Usado,9
MATADEROS,2013,3,,3 ambientes,Usado,9
MATADEROS,2013,4,1551,3 ambientes,Usado,9
MATADEROS,2014,1,1597,3 ambientes,Usado,9
MATADEROS,2014,2,1425,3 ambientes,Usado,9
MATADEROS,2014,3,,3 ambientes,Usado,9
MATADEROS,2014,4,1567,3 ambientes,Usado,9
MATADEROS,2015,1,1668,3 ambientes,Usado,9
MATADEROS,2015,2,,3 ambientes,Usado,9
MATADEROS,2015,3,1874,3 ambientes,Usado,9
MATADEROS,2015,4,1802,3 ambientes,Usado,9
MATADEROS,2016,1,1813,3 ambientes,Usado,9
MATADEROS,2016,2,1822,3 ambientes,Usado,9
MATADEROS,2016,3,1852,3 ambientes,Usado,9
MATADEROS,2016,4,1808,3 ambientes,Usado,9
MATADEROS,2017,1,1824,3 ambientes,Usado,9
MATADEROS,2017,2,1791,3 ambientes,Usado,9
MATADEROS,2017,3,1791,3 ambientes,Usado,9
MATADEROS,2017,4,1925,3 ambientes,Usado,9
MATADEROS,2018,1,1872,3 ambientes,Usado,9
MATADEROS,2018,2,1869,3 ambientes,Usado,9
MATADEROS,2018,3,,3 ambientes,Usado,9
MATADEROS,2018,4,,3 ambientes,Usado,9
MATADEROS,2019,1,,3 ambientes,Usado,9
MATADEROS,2019,2,,3 ambientes,Usado,9
MONTE CASTRO,2010,1,,3 ambientes,Usado,10
MONTE CASTRO,2010,2,,3 ambientes,Usado,10
MONTE CASTRO,2010,3,1178,3 ambientes,Usado,10
MONTE CASTRO,2010,4,1421,3 ambientes,Usado,10
MONTE CASTRO,2011,1,1180,3 ambientes,Usado,10
MONTE CASTRO,2011,2,1309,3 ambientes,Usado,10
MONTE CASTRO,2011,3,1369,3 ambientes,Usado,10
MONTE CASTRO,2011,4,,3 ambientes,Usado,10
MONTE CASTRO,2012,1,,3 ambientes,Usado,10
MONTE CASTRO,2012,2,,3 ambientes,Usado,10
MONTE CASTRO,2012,3,,3 ambientes,Usado,10
MONTE CASTRO,2012,4,,3 ambientes,Usado,10
MONTE CASTRO,2013,1,,3 ambientes,Usado,10
MONTE CASTRO,2013,2,,3 ambientes,Usado,10
MONTE CASTRO,2013,3,,3 ambientes,Usado,10
MONTE CASTRO,2013,4,,3 ambientes,Usado,10
MONTE CASTRO,2014,1,,3 ambientes,Usado,10
MONTE CASTRO,2014,2,,3 ambientes,Usado,10
MONTE CASTRO,2014,3,1887,3 ambientes,Usado,10
MONTE CASTRO,2014,4,,3 ambientes,Usado,10
MONTE CASTRO,2015,1,1874,3 ambientes,Usado,10
MONTE CASTRO,2015,2,1992,3 ambientes,Usado,10
MONTE CASTRO,2015,3,1959,3 ambientes,Usado,10
MONTE CASTRO,2015,4,2051,3 ambientes,Usado,10
MONTE CASTRO,2016,1,2063,3 ambientes,Usado,10
MONTE CASTRO,2016,2,2028,3 ambientes,Usado,10
MONTE CASTRO,2016,3,2019,3 ambientes,Usado,10
MONTE CASTRO,2016,4,2075,3 ambientes,Usado,10
MONTE CASTRO,2017,1,2125,3 ambientes,Usado,10
MONTE CASTRO,2017,2,2202,3 ambientes,Usado,10
MONTE CASTRO,2017,3,2201,3 ambientes,Usado,10
MONTE CASTRO,2017,4,2259,3 ambientes,Usado,10
MONTE CASTRO,2018,1,2343,3 ambientes,Usado,10
MONTE CASTRO,2018,2,2306,3 ambientes,Usado,10
MONTE CASTRO,2018,3,2371,3 ambientes,Usado,10
MONTE CASTRO,2018,4,2496,3 ambientes,Usado,10
MONTE CASTRO,2019,1,2380,3 ambientes,Usado,10
MONTE CASTRO,2019,2,2407,3 ambientes,Usado,10
MONSERRAT,2010,1,1289,3 ambientes,Usado,1
MONSERRAT,2010,2,1286,3 ambientes,Usado,1
MONSERRAT,2010,3,1325,3 ambientes,Usado,1
MONSERRAT,2010,4,1400,3 ambientes,Usado,1
MONSERRAT,2011,1,1441,3 ambientes,Usado,1
MONSERRAT,2011,2,1469,3 ambientes,Usado,1
MONSERRAT,2011,3,1590,3 ambientes,Usado,1
MONSERRAT,2011,4,,3 ambientes,Usado,1
MONSERRAT,2012,1,,3 ambientes,Usado,1
MONSERRAT,2012,2,,3 ambientes,Usado,1
MONSERRAT,2012,3,,3 ambientes,Usado,1
MONSERRAT,2012,4,,3 ambientes,Usado,1
MONSERRAT,2013,1,,3 ambientes,Usado,1
MONSERRAT,2013,2,,3 ambientes,Usado,1
MONSERRAT,2013,3,,3 ambientes,Usado,1
MONSERRAT,2013,4,,3 ambientes,Usado,1
MONSERRAT,2014,1,,3 ambientes,Usado,1
MONSERRAT,2014,2,,3 ambientes,Usado,1
MONSERRAT,2014,3,,3 ambientes,Usado,1
MONSERRAT,2014,4,,3 ambientes,Usado,1
MONSERRAT,2015,1,1713,3 ambientes,Usado,1
MONSERRAT,2015,2,1724,3 ambientes,Usado,1
MONSERRAT,2015,3,,3 ambientes,Usado,1
MONSERRAT,2015,4,1724,3 ambientes,Usado,1
MONSERRAT,2016,1,1856,3 ambientes,Usado,1
MONSERRAT,2016,2,1815,3 ambientes,Usado,1
MONSERRAT,2016,3,1888,3 ambientes,Usado,1
MONSERRAT,2016,4,1893,3 ambientes,Usado,1
MONSERRAT,2017,1,1904,3 ambientes,Usado,1
MONSERRAT,2017,2,1904,3 ambientes,Usado,1
MONSERRAT,2017,3,1946,3 ambientes,Usado,1
MONSERRAT,2017,4,2073,3 ambientes,Usado,1
MONSERRAT,2018,1,2131,3 ambientes,Usado,1
MONSERRAT,2018,2,2201,3 ambientes,Usado,1
MONSERRAT,2018,3,2219,3 ambientes,Usado,1
MONSERRAT,2018,4,2200,3 ambientes,Usado,1
MONSERRAT,2019,1,2154,3 ambientes,Usado,1
MONSERRAT,2019,2,2131,3 ambientes,Usado,1
NUEVA POMPEYA,2010,1,,3 ambientes,Usado,4
NUEVA POMPEYA,2010,2,,3 ambientes,Usado,4
NUEVA POMPEYA,2010,3,957,3 ambientes,Usado,4
NUEVA POMPEYA,2010,4,1026,3 ambientes,Usado,4
NUEVA POMPEYA,2011,1,1006,3 ambientes,Usado,4
NUEVA POMPEYA,2011,2,981,3 ambientes,Usado,4
NUEVA POMPEYA,2011,3,1079,3 ambientes,Usado,4
NUEVA POMPEYA,2011,4,,3 ambientes,Usado,4
NUEVA POMPEYA,2012,1,,3 ambientes,Usado,4
NUEVA POMPEYA,2012,2,,3 ambientes,Usado,4
NUEVA POMPEYA,2012,3,,3 ambientes,Usado,4
NUEVA POMPEYA,2012,4,,3 ambientes,Usado,4
NUEVA POMPEYA,2013,1,,3 ambientes,Usado,4
NUEVA POMPEYA,2013,2,,3 ambientes,Usado,4
NUEVA POMPEYA,2013,3,,3 ambientes,Usado,4
NUEVA POMPEYA,2013,4,,3 ambientes,Usado,4
NUEVA POMPEYA,2014,1,,3 ambientes,Usado,4
NUEVA POMPEYA,2014,2,,3 ambientes,Usado,4
NUEVA POMPEYA,2014,3,,3 ambientes,Usado,4
NUEVA POMPEYA,2014,4,,3 ambientes,Usado,4
NUEVA POMPEYA,2015,1,,3 ambientes,Usado,4
NUEVA POMPEYA,2015,2,,3 ambientes,Usado,4
NUEVA POMPEYA,2015,3,,3 ambientes,Usado,4
NUEVA POMPEYA,2015,4,,3 ambientes,Usado,4
NUEVA POMPEYA,2016,1,,3 ambientes,Usado,4
NUEVA POMPEYA,2016,2,,3 ambientes,Usado,4
NUEVA POMPEYA,2016,3,,3 ambientes,Usado,4
NUEVA POMPEYA,2016,4,,3 ambientes,Usado,4
NUEVA POMPEYA,2017,1,,3 ambientes,Usado,4
NUEVA POMPEYA,2017,2,,3 ambientes,Usado,4
NUEVA POMPEYA,2017,3,,3 ambientes,Usado,4
NUEVA POMPEYA,2017,4,,3 ambientes,Usado,4
NUEVA POMPEYA,2018,1,,3 ambientes,Usado,4
NUEVA POMPEYA,2018,2,,3 ambientes,Usado,4
NUEVA POMPEYA,2018,3,,3 ambientes,Usado,4
NUEVA POMPEYA,2018,4,,3 ambientes,Usado,4
NUEVA POMPEYA,2019,1,,3 ambientes,Usado,4
NUEVA POMPEYA,2019,2,,3 ambientes,Usado,4
NUÑEZ,2010,1,1700,3 ambientes,Usado,13
NUÑEZ,2010,2,1705,3 ambientes,Usado,13
NUÑEZ,2010,3,1998,3 ambientes,Usado,13
NUÑEZ,2010,4,2049,3 ambientes,Usado,13
NUÑEZ,2011,1,2082,3 ambientes,Usado,13
NUÑEZ,2011,2,2291,3 ambientes,Usado,13
NUÑEZ,2011,3,2161,3 ambientes,Usado,13
NUÑEZ,2011,4,2341,3 ambientes,Usado,13
NUÑEZ,2012,1,2614,3 ambientes,Usado,13
NUÑEZ,2012,2,2371,3 ambientes,Usado,13
NUÑEZ,2012,3,,3 ambientes,Usado,13
NUÑEZ,2012,4,,3 ambientes,Usado,13
NUÑEZ,2013,1,,3 ambientes,Usado,13
NUÑEZ,2013,2,,3 ambientes,Usado,13
NUÑEZ,2013,3,,3 ambientes,Usado,13
NUÑEZ,2013,4,2592,3 ambientes,Usado,13
NUÑEZ,2014,1,,3 ambientes,Usado,13
NUÑEZ,2014,2,2379,3 ambientes,Usado,13
NUÑEZ,2014,3,2448,3 ambientes,Usado,13
NUÑEZ,2014,4,,3 ambientes,Usado,13
NUÑEZ,2015,1,2506,3 ambientes,Usado,13
NUÑEZ,2015,2,2460,3 ambientes,Usado,13
NUÑEZ,2015,3,2691,3 ambientes,Usado,13
NUÑEZ,2015,4,2499,3 ambientes,Usado,13
NUÑEZ,2016,1,2700,3 ambientes,Usado,13
NUÑEZ,2016,2,2584,3 ambientes,Usado,13
NUÑEZ,2016,3,2702,3 ambientes,Usado,13
NUÑEZ,2016,4,2828,3 ambientes,Usado,13
NUÑEZ,2017,1,2927,3 ambientes,Usado,13
NUÑEZ,2017,2,3101,3 ambientes,Usado,13
NUÑEZ,2017,3,3249,3 ambientes,Usado,13
NUÑEZ,2017,4,3319,3 ambientes,Usado,13
NUÑEZ,2018,1,3343,3 ambientes,Usado,13
NUÑEZ,2018,2,3495,3 ambientes,Usado,13
NUÑEZ,2018,3,3481,3 ambientes,Usado,13
NUÑEZ,2018,4,3463,3 ambientes,Usado,13
NUÑEZ,2019,1,3421,3 ambientes,Usado,13
NUÑEZ,2019,2,3281,3 ambientes,Usado,13
PALERMO,2010,1,1935,3 ambientes,Usado,14
PALERMO,2010,2,2032,3 ambientes,Usado,14
PALERMO,2010,3,2161,3 ambientes,Usado,14
PALERMO,2010,4,2235,3 ambientes,Usado,14
PALERMO,2011,1,2282,3 ambientes,Usado,14
PALERMO,2011,2,2339,3 ambientes,Usado,14
PALERMO,2011,3,2368,3 ambientes,Usado,14
PALERMO,2011,4,2415,3 ambientes,Usado,14
PALERMO,2012,1,2608,3 ambientes,Usado,14
PALERMO,2012,2,2623,3 ambientes,Usado,14
PALERMO,2012,3,2681,3 ambientes,Usado,14
PALERMO,2012,4,2742,3 ambientes,Usado,14
PALERMO,2013,1,2621,3 ambientes,Usado,14
PALERMO,2013,2,2596,3 ambientes,Usado,14
PALERMO,2013,3,2610,3 ambientes,Usado,14
PALERMO,2013,4,2617,3 ambientes,Usado,14
PALERMO,2014,1,2584,3 ambientes,Usado,14
PALERMO,2014,2,2693,3 ambientes,Usado,14
PALERMO,2014,3,2522,3 ambientes,Usado,14
PALERMO,2014,4,2492,3 ambientes,Usado,14
PALERMO,2015,1,2609,3 ambientes,Usado,14
PALERMO,2015,2,2692,3 ambientes,Usado,14
