barrio,año,trimestre,precio_prom,ambientes,estado,comuna
VILLA SOLDATI,2015,1,,3 ambientes,Usado,8
VILLA SOLDATI,2015,2,,3 ambientes,Usado,8
VILLA SOLDATI,2015,3,,3 ambientes,Usado,8
VILLA SOLDATI,2015,4,,3 ambientes,Usado,8
VILLA SOLDATI,2016,1,,3 ambientes,Usado,8
VILLA SOLDATI,2016,2,,3 ambientes,Usado,8
VILLA SOLDATI,2016,3,,3 ambientes,Usado,8
VILLA SOLDATI,2016,4,,3 ambientes,Usado,8
VILLA SOLDATI,2017,1,,3 ambientes,Usado,8
VILLA SOLDATI,2017,2,,3 ambientes,Usado,8
VILLA SOLDATI,2017,3,,3 ambientes,Usado,8
VILLA SOLDATI,2017,4,,3 ambientes,Usado,8
VILLA SOLDATI,2018,1,,3 ambientes,Usado,8
VILLA SOLDATI,2018,2,,3 ambientes,Usado,8
VILLA SOLDATI,2018,3,,3 ambientes,Usado,8
VILLA SOLDATI,2018,4,,3 ambientes,Usado,8
VILLA SOLDATI,2019,1,,3 ambientes,Usado,8
VILLA SOLDATI,2019,2,,3 ambientes,Usado,8
VILLA URQUIZA,2010,1,1545,3 ambientes,Usado,12
VILLA URQUIZA,2010,2,1548,3 ambientes,Usado,12
VILLA URQUIZA,2010,3,1561,3 ambientes,Usado,12
VILLA URQUIZA,2010,4,1577,3 ambientes,Usado,12
VILLA URQUIZA,2011,1,1783,3 ambientes,Usado,12
VILLA URQUIZA,2011,2,1815,3 ambientes,Usado,12
VILLA URQUIZA,2011,3,2082,3 ambientes,Usado,12
VILLA URQUIZA,2011,4,2183,3 ambientes,Usado,12
VILLA URQUIZA,2012,1,2263,3 ambientes,Usado,12
VILLA URQUIZA,2012,2,2191,3 ambientes,Usado,12
VILLA URQUIZA,2012,3,2371,3 ambientes,Usado,12
VILLA URQUIZA,2012,4,2135,3 ambientes,Usado,12
VILLA URQUIZA,2013,1,2419,3 ambientes,Usado,12
VILLA URQUIZA,2013,2,2416,3 ambientes,Usado,12
VILLA URQUIZA,2013,3,2304,3 ambientes,Usado,12
VILLA URQUIZA,2013,4,2414,3 ambientes,Usado,12
VILLA URQUIZA,2014,1,2249,3 ambientes,Usado,12
VILLA URQUIZA,2014,2,2176,3 ambientes,Usado,12
VILLA URQUIZA,2014,3,2315,3 ambientes,Usado,12
VILLA URQUIZA,2014,4,2353,3 ambientes,Usado,12
VILLA URQUIZA,2015,1,2296,3 ambientes,Usado,12
VILLA URQUIZA,2015,2,2315,3 ambientes,Usado,12
VILLA URQUIZA,2015,3,2291,3 ambientes,Usado,12
VILLA URQUIZA,2015,4,2329,3 ambientes,Usado,12
VILLA URQUIZA,2016,1,2423,3 ambientes,Usado,12
VILLA URQUIZA,2016,2,2458,3 ambientes,Usado,12
VILLA URQUIZA,2016,3,2504,3 ambientes,Usado,12
VILLA URQUIZA,2016,4,2506,3 ambientes,Usado,12
VILLA URQUIZA,2017,1,2574,3 ambientes,Usado,12
VILLA URQUIZA,2017,2,2700,3 ambientes,Usado,12
VILLA URQUIZA,2017,3,2784,3 ambientes,Usado,12
VILLA URQUIZA,2017,4,2988,3 ambientes,Usado,12
VILLA URQUIZA,2018,1,3152,3 ambientes,Usado,12
VILLA URQUIZA,2018,2,3244,3 ambientes,Usado,12
VILLA URQUIZA,2018,3,3327,3 ambientes,Usado,12
VILLA URQUIZA,2018,4,3337,3 ambientes,Usado,12
VILLA URQUIZA,2019,1,3293,3 ambientes,Usado,12
VILLA URQUIZA,2019,2,3377,3 ambientes,Usado,12
AGRONOMIA,2010,1,,3 ambientes,A estrer,15
AGRONOMIA,2010,2,,3 ambientes,A estrer,15
AGRONOMIA,2010,3,,3 ambientes,A estrer,15
AGRONOMIA,2010,4,,3 ambientes,A estrer,15
AGRONOMIA,2011,1,,3 ambientes,A estrer,15
AGRONOMIA,2011,2,,3 ambientes,A estrer,15
AGRONOMIA,2011,3,,3 ambientes,A estrer,15
AGRONOMIA,2011,4,,3 ambientes,A estrer,15
AGRONOMIA,2012,1,,3 ambientes,A estrer,15
AGRONOMIA,2012,2,,3 ambientes,A estrer,15
AGRONOMIA,2012,3,,3 ambientes,A estrer,15
AGRONOMIA,2012,4,,3 ambientes,A estrer,15
AGRONOMIA,2013,1,,3 ambientes,A estrer,15
AGRONOMIA,2013,2,,3 ambientes,A estrer,15
AGRONOMIA,2013,3,,3 ambientes,A estrer,15
AGRONOMIA,2013,4,,3 ambientes,A estrer,15
AGRONOMIA,2014,1,,3 ambientes,A estrer,15
AGRONOMIA,2014,2,,3 ambientes,A estrer,15
AGRONOMIA,2014,3,,3 ambientes,A estrer,15
AGRONOMIA,2014,4,,3 ambientes,A estrer,15
AGRONOMIA,2015,1,,3 ambientes,A estrer,15
AGRONOMIA,2015,2,,3 ambientes,A estrer,15
AGRONOMIA,2015,3,,3 ambientes,A estrer,15
AGRONOMIA,2015,4,,3 ambientes,A estrer,15
AGRONOMIA,2016,1,,3 ambientes,A estrer,15
AGRONOMIA,2016,2,,3 ambientes,A estrer,15
AGRONOMIA,2016,3,,3 ambientes,A estrer,15
AGRONOMIA,2016,4,,3 ambientes,A estrer,15
AGRONOMIA,2017,1,,3 ambientes,A estrer,15
AGRONOMIA,2017,2,,3 ambientes,A estrer,15
AGRONOMIA,2017,3,,3 ambientes,A estrer,15
AGRONOMIA,2017,4,,3 ambientes,A estrer,15
AGRONOMIA,2018,1,,3 ambientes,A estrer,15
AGRONOMIA,2018,2,,3 ambientes,A estrer,15
AGRONOMIA,2018,3,,3 ambientes,A estrer,15
AGRONOMIA,2018,4,,3 ambientes,A estrer,15
AGRONOMIA,2019,1,,3 ambientes,A estrer,15
AGRONOMIA,2019,2,,3 ambientes,A estrer,15
ALMAGRO,2010,1,1687,3 ambientes,A estrer,5
ALMAGRO,2010,2,1884,3 ambientes,A estrer,5
ALMAGRO,2010,3,1806,3 ambientes,A estrer,5
ALMAGRO,2010,4,1993,3 ambientes,A estrer,5
ALMAGRO,2011,1,2048,3 ambientes,A estrer,5
ALMAGRO,2011,2,1827,3 ambientes,A estrer,5
ALMAGRO,2011,3,1964,3 ambientes,A estrer,5
ALMAGRO,2011,4,,3 ambientes,A estrer,5
ALMAGRO,2012,1,,3 ambientes,A estrer,5
ALMAGRO,2012,2,,3 ambientes,A estrer,5
ALMAGRO,2012,3,,3 ambientes,A estrer,5
ALMAGRO,2012,4,,3 ambientes,A estrer,5
ALMAGRO,2013,1,,3 ambientes,A estrer,5
ALMAGRO,2013,2,,3 ambientes,A estrer,5
ALMAGRO,2013,3,,3 ambientes,A estrer,5
ALMAGRO,2013,4,,3 ambientes,A estrer,5
ALMAGRO,2014,1,,3 ambientes,A estrer,5
ALMAGRO,2014,2,,3 ambientes,A estrer,5
ALMAGRO,2014,3,,3 ambientes,A estrer,5
ALMAGRO,2014,4,,3 ambientes,A estrer,5
ALMAGRO,2015,1,,3 ambientes,A estrer,5
ALMAGRO,2015,2,,3 ambientes,A estrer,5
ALMAGRO,2015,3,,3 ambientes,A estrer,5
ALMAGRO,2015,4,,3 ambientes,A estrer,5
ALMAGRO,2016,1,2528,3 ambientes,A estrer,5
ALMAGRO,2016,2,2411,3 ambientes,A estrer,5
ALMAGRO,2016,3,2385,3 ambientes,A estrer,5
ALMAGRO,2016,4,2393,3 ambientes,A estrer,5
ALMAGRO,2017,1,2458,3 ambientes,A estrer,5
ALMAGRO,2017,2,2487,3 ambientes,A estrer,5
ALMAGRO,2017,3,2907,3 ambientes,A estrer,5
ALMAGRO,2017,4,,3 ambientes,A estrer,5
ALMAGRO,2018,1,,3 ambientes,A estrer,5
ALMAGRO,2018,2,3094,3 ambientes,A estrer,5
ALMAGRO,2018,3,3076,3 ambientes,A estrer,5
ALMAGRO,2018,4,3098,3 ambientes,A estrer,5
ALMAGRO,2019,1,2974,3 ambientes,A estrer,5
ALMAGRO,2019,2,3117,3 ambientes,A estrer,5
BALVANERA,2010,1,1590,3 ambientes,A estrer,3
BALVANERA,2010,2,1489,3 ambientes,A estrer,3
BALVANERA,2010,3,1544,3 ambientes,A estrer,3
BALVANERA,2010,4,,3 ambientes,A estrer,3
BALVANERA,2011,1,1499,3 ambientes,A estrer,3
BALVANERA,2011,2,,3 ambientes,A estrer,3
BALVANERA,2011,3,1622,3 ambientes,A estrer,3
BALVANERA,2011,4,,3 ambientes,A estrer,3
BALVANERA,2012,1,,3 ambientes,A estrer,3
BALVANERA,2012,2,,3 ambientes,A estrer,3
BALVANERA,2012,3,,3 ambientes,A estrer,3
BALVANERA,2012,4,,3 ambientes,A estrer,3
BALVANERA,2013,1,,3 ambientes,A estrer,3
BALVANERA,2013,2,,3 ambientes,A estrer,3
BALVANERA,2013,3,,3 ambientes,A estrer,3
BALVANERA,2013,4,,3 ambientes,A estrer,3
BALVANERA,2014,1,,3 ambientes,A estrer,3
BALVANERA,2014,2,,3 ambientes,A estrer,3
BALVANERA,2014,3,,3 ambientes,A estrer,3
BALVANERA,2014,4,,3 ambientes,A estrer,3
BALVANERA,2015,1,,3 ambientes,A estrer,3
BALVANERA,2015,2,,3 ambientes,A estrer,3
BALVANERA,2015,3,1873,3 ambientes,A estrer,3
BALVANERA,2015,4,,3 ambientes,A estrer,3
BALVANERA,2016,1,2057,3 ambientes,A estrer,3
BALVANERA,2016,2,1895,3 ambientes,A estrer,3
BALVANERA,2016,3,,3 ambientes,A estrer,3
BALVANERA,2016,4,2110,3 ambientes,A estrer,3
BALVANERA,2017,1,1992,3 ambientes,A estrer,3
BALVANERA,2017,2,2072,3 ambientes,A estrer,3
BALVANERA,2017,3,2227,3 ambientes,A estrer,3
BALVANERA,2017,4,2268,3 ambientes,A estrer,3
BALVANERA,2018,1,,3 ambientes,A estrer,3
BALVANERA,2018,2,2336,3 ambientes,A estrer,3
BALVANERA,2018,3,,3 ambientes,A estrer,3
BALVANERA,2018,4,,3 ambientes,A estrer,3
BALVANERA,2019,1,2544,3 ambientes,A estrer,3
BALVANERA,2019,2,,3 ambientes,A estrer,3
BARRACAS,2010,1,2023,3 ambientes,A estrer,4
BARRACAS,2010,2,1895,3 ambientes,A estrer,4
BARRACAS,2010,3,1900,3 ambientes,A estrer,4
BARRACAS,2010,4,1872,3 ambientes,A estrer,4
BARRACAS,2011,1,2072,3 ambientes,A estrer,4
BARRACAS,2011,2,2073,3 ambientes,A estrer,4
BARRACAS,2011,3,2088,3 ambientes,A estrer,4
BARRACAS,2011,4,,3 ambientes,A estrer,4
BARRACAS,2012,1,,3 ambientes,A estrer,4
BARRACAS,2012,2,,3 ambientes,A estrer,4
BARRACAS,2012,3,,3 ambientes,A estrer,4
BARRACAS,2012,4,,3 ambientes,A estrer,4
BARRACAS,2013,1,,3 ambientes,A estrer,4
BARRACAS,2013,2,,3 ambientes,A estrer,4
BARRACAS,2013,3,,3 ambientes,A estrer,4
BARRACAS,2013,4,,3 ambientes,A estrer,4
BARRACAS,2014,1,,3 ambientes,A estrer,4
BARRACAS,2014,2,,3 ambientes,A estrer,4
BARRACAS,2014,3,,3 ambientes,A estrer,4
BARRACAS,2014,4,,3 ambientes,A estrer,4
BARRACAS,2015,1,,3 ambientes,A estrer,4
BARRACAS,2015,2,,3 ambientes,A estrer,4
BARRACAS,2015,3,,3 ambientes,A estrer,4
BARRACAS,2015,4,,3 ambientes,A estrer,4
BARRACAS,2016,1,,3 ambientes,A estrer,4
BARRACAS,2016,2,,3 ambientes,A estrer,4
BARRACAS,2016,3,,3 ambientes,A estrer,4
BARRACAS,2016,4,,3 ambientes,A estrer,4
BARRACAS,2017,1,,3 ambientes,A estrer,4
BARRACAS,2017,2,,3 ambientes,A estrer,4
BARRACAS,2017,3,,3 ambientes,A estrer,4
BARRACAS,2017,4,,3 ambientes,A estrer,4
BARRACAS,2018,1,,3 ambientes,A estrer,4
BARRACAS,2018,2,,3 ambientes,A estrer,4
BARRACAS,2018,3,,3 ambientes,A estrer,4
BARRACAS,2018,4,,3 ambientes,A estrer,4
BARRACAS,2019,1,,3 ambientes,A estrer,4
BARRACAS,2019,2,,3 ambientes,A estrer,4
BELGRANO,2010,1,2098,3 ambientes,A estrer,13
BELGRANO,2010,2,2218,3 ambientes,A estrer,13
BELGRANO,2010,3,2351,3 ambientes,A estrer,13
BELGRANO,2010,4,2386,3 ambientes,A estrer,13
BELGRANO,2011,1,2297,3 ambientes,A estrer,13
BELGRANO,2011,2,,3 ambientes,A estrer,13
BELGRANO,2011,3,,3 ambientes,A estrer,13
BELGRANO,2011,4,,3 ambientes,A estrer,13
BELGRANO,2012,1,,3 ambientes,A estrer,13
BELGRANO,2012,2,,3 ambientes,A estrer,13
BELGRANO,2012,3,,3 ambientes,A estrer,13
BELGRANO,2012,4,,3 ambientes,A estrer,13
BELGRANO,2013,1,,3 ambientes,A estrer,13
BELGRANO,2013,2,,3 ambientes,A estrer,13
BELGRANO,2013,3,,3 ambientes,A estrer,13
BELGRANO,2013,4,,3 ambientes,A estrer,13
BELGRANO,2014,1,,3 ambientes,A estrer,13
BELGRANO,2014,2,,3 ambientes,A estrer,13
BELGRANO,2014,3,,3 ambientes,A estrer,13
BELGRANO,2014,4,,3 ambientes,A estrer,13
BELGRANO,2015,1,2960,3 ambientes,A estrer,13
BELGRANO,2015,2,2941,3 ambientes,A estrer,13
BELGRANO,2015,3,2992,3 ambientes,A estrer,13
BELGRANO,2015,4,3142,3 ambientes,A estrer,13
BELGRANO,2016,1,3090,3 ambientes,A estrer,13
BELGRANO,2016,2,3178,3 ambientes,A estrer,13
BELGRANO,2016,3,3678,3 ambientes,A estrer,13
BELGRANO,2016,4,3521,3 ambientes,A estrer,13
BELGRANO,2017,1,3514,3 ambientes,A estrer,13
BELGRANO,2017,2,3611,3 ambientes,A estrer,13
BELGRANO,2017,3,3973,3 ambientes,A estrer,13
BELGRANO,2017,4,4279,3 ambientes,A estrer,13
BELGRANO,2018,1,4381,3 ambientes,A estrer,13
BELGRANO,2018,2,4618,3 ambientes,A estrer,13
BELGRANO,2018,3,4421,3 ambientes,A estrer,13
BELGRANO,2018,4,4658,3 ambientes,A estrer,13
BELGRANO,2019,1,4339,3 ambientes,A estrer,13
BELGRANO,2019,2,4111,3 ambientes,A estrer,13
BOCA,2010,1,,3 ambientes,A estrer,4
BOCA,2010,2,,3 ambientes,A estrer,4
BOCA,2010,3,,3 ambientes,A estrer,4
BOCA,2010,4,,3 ambientes,A estrer,4
BOCA,2011,1,,3 ambientes,A estrer,4
BOCA,2011,2,,3 ambientes,A estrer,4
BOCA,2011,3,,3 ambientes,A estrer,4
BOCA,2011,4,,3 ambientes,A estrer,4
BOCA,2012,1,,3 ambientes,A estrer,4
BOCA,2012,2,,3 ambientes,A estrer,4
BOCA,2012,3,,3 ambientes,A estrer,4
BOCA,2012,4,,3 ambientes,A estrer,4
BOCA,2013,1,,3 ambientes,A estrer,4
BOCA,2013,2,,3 ambientes,A estrer,4
BOCA,2013,3,,3 ambientes,A estrer,4
BOCA,2013,4,,3 ambientes,A estrer,4
BOCA,2014,1,,3 ambientes,A estrer,4
BOCA,2014,2,,3 ambientes,A estrer,4
BOCA,2014,3,,3 ambientes,A estrer,4
BOCA,2014,4,,3 ambientes,A estrer,4
BOCA,2015,1,,3 ambientes,A estrer,4
BOCA,2015,2,,3 ambientes,A estrer,4
BOCA,2015,3,,3 ambientes,A estrer,4
BOCA,2015,4,,3 ambientes,A estrer,4
BOCA,2016,1,,3 ambientes,A estrer,4
BOCA,2016,2,,3 ambientes,A estrer,4
BOCA,2016,3,,3 ambientes,A estrer,4
BOCA,2016,4,,3 ambientes,A estrer,4
BOCA,2017,1,,3 ambientes,A estrer,4
BOCA,2017,2,,3 ambientes,A estrer,4
BOCA,2017,3,,3 ambientes,A estrer,4
BOCA,2017,4,,3 ambientes,A estrer,4
BOCA,2018,1,,3 ambientes,A estrer,4
BOCA,2018,2,,3 ambientes,A estrer,4
BOCA,2018,3,,3 ambientes,A estrer,4
BOCA,2018,4,,3 ambientes,A estrer,4
BOCA,2019,1,,3 ambientes,A estrer,4
BOCA,2019,2,,3 ambientes,A estrer,4
BOEDO,2010,1,,3 ambientes,A estrer,5
BOEDO,2010,2,,3 ambientes,A estrer,5
BOEDO,2010,3,,3 ambientes,A estrer,5
BOEDO,2010,4,,3 ambientes,A estrer,5
BOEDO,2011,1,,3 ambientes,A estrer,5
BOEDO,2011,2,,3 ambientes,A estrer,5
BOEDO,2011,3,,3 ambientes,A estrer,5
BOEDO,2011,4,,3 ambientes,A estrer,5
BOEDO,2012,1,,3 ambientes,A estrer,5
BOEDO,2012,2,,3 ambientes,A estrer,5
BOEDO,2012,3,,3 ambientes,A estrer,5
BOEDO,2012,4,,3 ambientes,A estrer,5
BOEDO,2013,1,,3 ambientes,A estrer,5
BOEDO,2013,2,,3 ambientes,A estrer,5
BOEDO,2013,3,,3 ambientes,A estrer,5
BOEDO,2013,4,,3 ambientes,A estrer,5
BOEDO,2014,1,,3 ambientes,A estrer,5
BOEDO,2014,2,,3 ambientes,A estrer,5
BOEDO,2014,3,,3 ambientes,A estrer,5
BOEDO,2014,4,,3 ambientes,A estrer,5
BOEDO,2015,1,,3 ambientes,A estrer,5
BOEDO,2015,2,,3 ambientes,A estrer,5
BOEDO,2015,3,,3 ambientes,A estrer,5
BOEDO,2015,4,,3 ambientes,A estrer,5
BOEDO,2016,1,,3 ambientes,A estrer,5
BOEDO,2016,2,,3 ambientes,A estrer,5
BOEDO,2016,3,,3 ambientes,A estrer,5
BOEDO,2016,4,,3 ambientes,A estrer,5
BOEDO,2017,1,2171,3 ambientes,A estrer,5
BOEDO,2017,2,,3 ambientes,A estrer,5
BOEDO,2017,3,,3 ambientes,A estrer,5
BOEDO,2017,4,,3 ambientes,A estrer,5
BOEDO,2018,1,,3 ambientes,A estrer,5
BOEDO,2018,2,,3 ambientes,A estrer,5
BOEDO,2018,3,,3 ambientes,A estrer,5
BOEDO,2018,4,,3 ambientes,A estrer,5
BOEDO,2019,1,,3 ambientes,A estrer,5
BOEDO,2019,2,,3 ambientes,A estrer,5
CABALLITO,2010,1,1676,3 ambientes,A estrer,6
CABALLITO,2010,2,1654,3 ambientes,A estrer,6
CABALLITO,2010,3,1747,3 ambientes,A estrer,6
CABALLITO,2010,4,1703,3 ambientes,A estrer,6
CABALLITO,2011,1,1765,3 ambientes,A estrer,6
CABALLITO,2011,2,1792,3 ambientes,A estrer,6
CABALLITO,2011,3,1841,3 ambientes,A estrer,6
CABALLITO,2011,4,1986,3 ambientes,A estrer,6
CABALLITO,2012,1,,3 ambientes,A estrer,6
CABALLITO,2012,2,,3 ambientes,A estrer,6
CABALLITO,2012,3,,3 ambientes,A estrer,6
CABALLITO,2012,4,,3 ambientes,A estrer,6
CABALLITO,2013,1,,3 ambientes,A estrer,6
CABALLITO,2013,2,,3 ambientes,A estrer,6
CABALLITO,2013,3,,3 ambientes,A estrer,6
CABALLITO,2013,4,,3 ambientes,A estrer,6
CABALLITO,2014,1,,3 ambientes,A estrer,6
CABALLITO,2014,2,,3 ambientes,A estrer,6
CABALLITO,2014,3,2683,3 ambientes,A estrer,6
CABALLITO,2014,4,,3 ambientes,A estrer,6
CABALLITO,2015,1,2424,3 ambientes,A estrer,6
CABALLITO,2015,2,2478,3 ambientes,A estrer,6
CABALLITO,2015,3,2510,3 ambientes,A estrer,6
CABALLITO,2015,4,2647,3 ambientes,A estrer,6
CABALLITO,2016,1,2705,3 ambientes,A estrer,6
CABALLITO,2016,2,2738,3 ambientes,A estrer,6
CABALLITO,2016,3,2896,3 ambientes,A estrer,6
CABALLITO,2016,4,2831,3 ambientes,A estrer,6
CABALLITO,2017,1,2813,3 ambientes,A estrer,6
CABALLITO,2017,2,2863,3 ambientes,A estrer,6
CABALLITO,2017,3,3016,3 ambientes,A estrer,6
CABALLITO,2017,4,3134,3 ambientes,A estrer,6
CABALLITO,2018,1,3339,3 ambientes,A estrer,6
CABALLITO,2018,2,3321,3 ambientes,A estrer,6
CABALLITO,2018,3,3378,3 ambientes,A estrer,6
CABALLITO,2018,4,3402,3 ambientes,A estrer,6
CABALLITO,2019,1,3404,3 ambientes,A estrer,6
CABALLITO,2019,2,3352,3 ambientes,A estrer,6
CHACARITA,2010,1,,3 ambientes,A estrer,15
CHACARITA,2010,2,,3 ambientes,A estrer,15
CHACARITA,2010,3,,3 ambientes,A estrer,15
CHACARITA,2010,4,,3 ambientes,A estrer,15
CHACARITA,2011,1,,3 ambientes,A estrer,15
CHACARITA,2011,2,,3 ambientes,A estrer,15
CHACARITA,2011,3,,3 ambientes,A estrer,15
CHACARITA,2011,4,,3 ambientes,A estrer,15
CHACARITA,2012,1,,3 ambientes,A estrer,15
CHACARITA,2012,2,,3 ambientes,A estrer,15
CHACARITA,2012,3,,3 ambientes,A estrer,15
CHACARITA,2012,4,,3 ambientes,A estrer,15
CHACARITA,2013,1,,3 ambientes,A estrer,15
CHACARITA,2013,2,,3 ambientes,A estrer,15
CHACARITA,2013,3,,3 ambientes,A estrer,15
CHACARITA,2013,4,,3 ambientes,A estrer,15
CHACARITA,2014,1,,3 ambientes,A estrer,15
CHACARITA,2014,2,,3 ambientes,A estrer,15
CHACARITA,2014,3,,3 ambientes,A estrer,15
CHACARITA,2014,4,,3 ambientes,A estrer,15
CHACARITA,2015,1,,3 ambientes,A estrer,15
CHACARITA,2015,2,,3 ambientes,A estrer,15
CHACARITA,2015,3,,3 ambientes,A estrer,15
CHACARITA,2015,4,,3 ambientes,A estrer,15
CHACARITA,2016,1,,3 ambientes,A estrer,15
CHACARITA,2016,2,,3 ambientes,A estrer,15
CHACARITA,2016,3,,3 ambientes,A estrer,15
CHACARITA,2016,4,,3 ambientes,A estrer,15
CHACARITA,2017,1,,3 ambientes,A estrer,15
CHACARITA,2017,2,,3 ambientes,A estrer,15
CHACARITA,2017,3,,3 ambientes,A estrer,15
CHACARITA,2017,4,,3 ambientes,A estrer,15
CHACARITA,2018,1,,3 ambientes,A estrer,15
CHACARITA,2018,2,,3 ambientes,A estrer,15
CHACARITA,2018,3,,3 ambientes,A estrer,15
CHACARITA,2018,4,,3 ambientes,A estrer,15
CHACARITA,2019,1,,3 ambientes,A estrer,15
CHACARITA,2019,2,,3 ambientes,A estrer,15
COGHLAN,2010,1,,3 ambientes,A estrer,12
COGHLAN,2010,2,,3 ambientes,A estrer,12
COGHLAN,2010,3,,3 ambientes,A estrer,12
COGHLAN,2010,4,,3 ambientes,A estrer,12
COGHLAN,2011,1,,3 ambientes,A estrer,12
COGHLAN,2011,2,,3 ambientes,A estrer,12
COGHLAN,2011,3,,3 ambientes,A estrer,12
COGHLAN,2011,4,,3 ambientes,A estrer,12
COGHLAN,2012,1,,3 ambientes,A estrer,12
COGHLAN,2012,2,,3 ambientes,A estrer,12
COGHLAN,2012,3,,3 ambientes,A estrer,12
COGHLAN,2012,4,,3 ambientes,A estrer,12
COGHLAN,2013,1,,3 ambientes,A estrer,12
COGHLAN,2013,2,,3 ambientes,A estrer,12
COGHLAN,2013,3,,3 ambientes,A estrer,12
COGHLAN,2013,4,,3 ambientes,A estrer,12
COGHLAN,2014,1,,3 ambientes,A estrer,12
COGHLAN,2014,2,,3 ambientes,A estrer,12
COGHLAN,2014,3,,3 ambientes,A estrer,12
COGHLAN,2014,4,,3 ambientes,A estrer,12
COGHLAN,2015,1,,3 ambientes,A estrer,12
COGHLAN,2015,2,,3 ambientes,A estrer,12
COGHLAN,2015,3,,3 ambientes,A estrer,12
COGHLAN,2015,4,,3 ambientes,A estrer,12
COGHLAN,2016,1,,3 ambientes,A estrer,12
COGHLAN,2016,2,,3 ambientes,A estrer,12
COGHLAN,2016,3,,3 ambientes,A estrer,12
COGHLAN,2016,4,,3 ambientes,A estrer,12
COGHLAN,2017,1,2800,3 ambientes,A estrer,12
COGHLAN,2017,2,,3 ambientes,A estrer,12
COGHLAN,2017,3,,3 ambientes,A estrer,12
COGHLAN,2017,4,,3 ambientes,A estrer,12
COGHLAN,2018,1,,3 ambientes,A estrer,12
COGHLAN,2018,2,,3 ambientes,A estrer,12
COGHLAN,2018,3,,3 ambientes,A estrer,12
COGHLAN,2018,4,,3 ambientes,A estrer,12
COGHLAN,2019,1,,3 ambientes,A estrer,12
COGHLAN,2019,2,,3 ambientes,A estrer,12
COLEGIALES,2010,1,,3 ambientes,A estrer,13
COLEGIALES,2010,2,,3 ambientes,A estrer,13
COLEGIALES,2010,3,,3 ambientes,A estrer,13
COLEGIALES,2010,4,,3 ambientes,A estrer,13
COLEGIALES,2011,1,,3 ambientes,A estrer,13
COLEGIALES,2011,2,,3 ambientes,A estrer,13
COLEGIALES,2011,3,,3 ambientes,A estrer,13
COLEGIALES,2011,4,,3 ambientes,A estrer,13
COLEGIALES,2012,1,,3 ambientes,A estrer,13
COLEGIALES,2012,2,,3 ambientes,A estrer,13
COLEGIALES,2012,3,,3 ambientes,A estrer,13
COLEGIALES,2012,4,,3 ambientes,A estrer,13
COLEGIALES,2013,1,,3 ambientes,A estrer,13
COLEGIALES,2013,2,,3 ambientes,A estrer,13
COLEGIALES,2013,3,,3 ambientes,A estrer,13
COLEGIALES,2013,4,,3 ambientes,A estrer,13
COLEGIALES,2014,1,,3 ambientes,A estrer,13
COLEGIALES,2014,2,,3 ambientes,A estrer,13
COLEGIALES,2014,3,,3 ambientes,A estrer,13
COLEGIALES,2014,4,,3 ambientes,A estrer,13
COLEGIALES,2015,1,,3 ambientes,A estrer,13
COLEGIALES,2015,2,,3 ambientes,A estrer,13
COLEGIALES,2015,3,,3 ambientes,A estrer,13
COLEGIALES,2015,4,,3 ambientes,A estrer,13
COLEGIALES,2016,1,3096,3 ambientes,A estrer,13
COLEGIALES,2016,2,3181,3 ambientes,A estrer,13
COLEGIALES,2016,3,3110,3 ambientes,A estrer,13
COLEGIALES,2016,4,3163,3 ambientes,A estrer,13
COLEGIALES,2017,1,,3 ambientes,A estrer,13
COLEGIALES,2017,2,3130,3 ambientes,A estrer,13
COLEGIALES,2017,3,,3 ambientes,A estrer,13
COLEGIALES,2017,4,,3 ambientes,A estrer,13
COLEGIALES,2018,1,,3 ambientes,A estrer,13
COLEGIALES,2018,2,,3 ambientes,A estrer,13
COLEGIALES,2018,3,3843,3 ambientes,A estrer,13
COLEGIALES,2018,4,,3 ambientes,A estrer,13
COLEGIALES,2019,1,3776,3 ambientes,A estrer,13
COLEGIALES,2019,2,3749,3 ambientes,A estrer,13
CONSTITUCION,2010,1,,3 ambientes,A estrer,1
CONSTITUCION,2010,2,,3 ambientes,A estrer,1
CONSTITUCION,2010,3,,3 ambientes,A estrer,1
CONSTITUCION,2010,4,,3 ambientes,A estrer,1
CONSTITUCION,2011,1,,3 ambientes,A estrer,1
CONSTITUCION,2011,2,,3 ambientes,A estrer,1
CONSTITUCION,2011,3,,3 ambientes,A estrer,1
CONSTITUCION,2011,4,,3 ambientes,A estrer,1
CONSTITUCION,2012,1,,3 ambientes,A estrer,1
CONSTITUCION,2012,2,,3 ambientes,A estrer,1
CONSTITUCION,2012,3,,3 ambientes,A estrer,1
CONSTITUCION,2012,4,,3 ambientes,A estrer,1
CONSTITUCION,2013,1,,3 ambientes,A estrer,1
CONSTITUCION,2013,2,,3 ambientes,A estrer,1
CONSTITUCION,2013,3,,3 ambientes,A estrer,1
CONSTITUCION,2013,4,,3 ambientes,A estrer,1
CONSTITUCION,2014,1,,3 ambientes,A estrer,1
CONSTITUCION,2014,2,,3 ambientes,A estrer,1
CONSTITUCION,2014,3,,3 ambientes,A estrer,1
CONSTITUCION,2014,4,,3 ambientes,A estrer,1
CONSTITUCION,2015,1,,3 ambientes,A estrer,1
CONSTITUCION,2015,2,,3 ambientes,A estrer,1
CONSTITUCION,2015,3,,3 ambientes,A estrer,1
