barrio,anio,mes,precio_prom,ambientes,comuna
BELGRANO,2018,Abr,12235,2 ambientes,13
BELGRANO,2018,May,12531,2 ambientes,13
BELGRANO,2018,Jun,12093,2 ambientes,13
BELGRANO,2018,Jul,12687,2 ambientes,13
BELGRANO,2018,Ago,13504,2 ambientes,13
BELGRANO,2018,Sep,13525,2 ambientes,13
BELGRANO,2018,Oct,14360,2 ambientes,13
BELGRANO,2018,Nov,13977,2 ambientes,13
BELGRANO,2018,Dic,13900,2 ambientes,13
BELGRANO,2019,Ene,14245,2 ambientes,13
BELGRANO,2019,Feb,15325,2 ambientes,13
BELGRANO,2019,Mar,16295,2 ambientes,13
BELGRANO,2019,Abr,16279,2 ambientes,13
BELGRANO,2019,May,15993,2 ambientes,13
BELGRANO,2019,Jun,16138,2 ambientes,13
BELGRANO,2019,Jul,16582,2 ambientes,13
BELGRANO,2019,Ago,17152,2 ambientes,13
BOCA,2013,Jul,NA,2 ambientes,4
BOCA,2013,Ago,NA,2 ambientes,4
BOCA,2013,Sep,NA,2 ambientes,4
BOCA,2013,Oct,NA,2 ambientes,4
BOCA,2013,Nov,NA,2 ambientes,4
BOCA,2013,Dic,NA,2 ambientes,4
BOCA,2014,Ene,NA,2 ambientes,4
BOCA,2014,Feb,NA,2 ambientes,4
BOCA,2014,Mar,NA,2 ambientes,4
BOCA,2014,Abr,NA,2 ambientes,4
BOCA,2014,May,NA,2 ambientes,4
BOCA,2014,Jun,NA,2 ambientes,4
BOCA,2014,Jul,NA,2 ambientes,4
BOCA,2014,Ago,NA,2 ambientes,4
BOCA,2014,Sep,NA,2 ambientes,4
BOCA,2014,Oct,NA,2 ambientes,4
BOCA,2014,Nov,NA,2 ambientes,4
BOCA,2014,Dic,NA,2 ambientes,4
BOCA,2015,Ene,NA,2 ambientes,4
BOCA,2015,Feb,NA,2 ambientes,4
BOCA,2015,Mar,NA,2 ambientes,4
BOCA,2015,Abr,NA,2 ambientes,4
BOCA,2015,May,NA,2 ambientes,4
BOCA,2015,Jun,NA,2 ambientes,4
BOCA,2015,Jul,NA,2 ambientes,4
BOCA,2015,Ago,NA,2 ambientes,4
BOCA,2015,Sep,NA,2 ambientes,4
BOCA,2015,Oct,NA,2 ambientes,4
BOCA,2015,Nov,NA,2 ambientes,4
BOCA,2015,Dic,NA,2 ambientes,4
BOCA,2016,Ene,NA,2 ambientes,4
BOCA,2016,Feb,NA,2 ambientes,4
BOCA,2016,Mar,NA,2 ambientes,4
BOCA,2016,Abr,NA,2 ambientes,4
BOCA,2016,May,NA,2 ambientes,4
BOCA,2016,Jun,NA,2 ambientes,4
BOCA,2016,Jul,5679,2 ambientes,4
BOCA,2016,Ago,NA,2 ambientes,4
BOCA,2016,Sep,NA,2 ambientes,4
BOCA,2016,Oct,NA,2 ambientes,4
BOCA,2016,Nov,NA,2 ambientes,4
BOCA,2016,Dic,5456,2 ambientes,4
BOCA,2017,Ene,NA,2 ambientes,4
BOCA,2017,Feb,NA,2 ambientes,4
BOCA,2017,Mar,NA,2 ambientes,4
BOCA,2017,Abr,NA,2 ambientes,4
BOCA,2017,May,NA,2 ambientes,4
BOCA,2017,Jun,6231,2 ambientes,4
BOCA,2017,Jul,NA,2 ambientes,4
BOCA,2017,Ago,NA,2 ambientes,4
BOCA,2017,Sep,NA,2 ambientes,4
BOCA,2017,Oct,NA,2 ambientes,4
BOCA,2017,Nov,NA,2 ambientes,4
BOCA,2017,Dic,NA,2 ambientes,4
BOCA,2018,Ene,NA,2 ambientes,4
BOCA,2018,Feb,NA,2 ambientes,4
BOCA,2018,Mar,NA,2 ambientes,4
BOCA,2018,Abr,NA,2 ambientes,4
BOCA,2018,May,NA,2 ambientes,4
BOCA,2018,Jun,NA,2 ambientes,4
BOCA,2018,Jul,NA,2 ambientes,4
BOCA,2018,Ago,NA,2 ambientes,4
BOCA,2018,Sep,NA,2 ambientes,4
BOCA,2018,Oct,10216,2 ambientes,4
BOCA,2018,Nov,NA,2 ambientes,4
BOCA,2018,Dic,NA,2 ambientes,4
BOCA,2019,Ene,NA,2 ambientes,4
BOCA,2019,Feb,NA,2 ambientes,4
BOCA,2019,Mar,NA,2 ambientes,4
BOCA,2019,Abr,NA,2 ambientes,4
BOCA,2019,May,NA,2 ambientes,4
BOCA,2019,Jun,NA,2 ambientes,4
BOCA,2019,Jul,NA,2 ambientes,4
BOCA,2019,Ago,NA,2 ambientes,4
BOEDO,2013,Jul,2687,2 ambientes,5
BOEDO,2013,Ago,NA,2 ambientes,5
BOEDO,2013,Sep,NA,2 ambientes,5
BOEDO,2013,Oct,2846,2 ambientes,5
BOEDO,2013,Nov,NA,2 ambientes,5
BOEDO,2013,Dic,NA,2 ambientes,5
BOEDO,2014,Ene,NA,2 ambientes,5
BOEDO,2014,Feb,NA,2 ambientes,5
BOEDO,2014,Mar,NA,2 ambientes,5
BOEDO,2014,Abr,NA,2 ambientes,5
BOEDO,2014,May,NA,2 ambientes,5
BOEDO,2014,Jun,NA,2 ambientes,5
BOEDO,2014,Jul,NA,2 ambientes,5
BOEDO,2014,Ago,NA,2 ambientes,5
BOEDO,2014,Sep,NA,2 ambientes,5
BOEDO,2014,Oct,NA,2 ambientes,5
BOEDO,2014,Nov,NA,2 ambientes,5
BOEDO,2014,Dic,NA,2 ambientes,5
BOEDO,2015,Ene,NA,2 ambientes,5
BOEDO,2015,Feb,NA,2 ambientes,5
BOEDO,2015,Mar,NA,2 ambientes,5
BOEDO,2015,Abr,NA,2 ambientes,5
BOEDO,2015,May,NA,2 ambientes,5
BOEDO,2015,Jun,NA,2 ambientes,5
BOEDO,2015,Jul,NA,2 ambientes,5
BOEDO,2015,Ago,NA,2 ambientes,5
BOEDO,2015,Sep,NA,2 ambientes,5
BOEDO,2015,Oct,NA,2 ambientes,5
BOEDO,2015,Nov,NA,2 ambientes,5
BOEDO,2015,Dic,NA,2 ambientes,5
BOEDO,2016,Ene,NA,2 ambientes,5
BOEDO,2016,Feb,NA,2 ambientes,5
BOEDO,2016,Mar,NA,2 ambientes,5
BOEDO,2016,Abr,NA,2 ambientes,5
BOEDO,2016,May,NA,2 ambientes,5
BOEDO,2016,Jun,NA,2 ambientes,5
BOEDO,2016,Jul,NA,2 ambientes,5
BOEDO,2016,Ago,NA,2 ambientes,5
BOEDO,2016,Sep,NA,2 ambientes,5
BOEDO,2016,Oct,6266,2 ambientes,5
BOEDO,2016,Nov,6979,2 ambientes,5
BOEDO,2016,Dic,NA,2 ambientes,5
BOEDO,2017,Ene,NA,2 ambientes,5
BOEDO,2017,Feb,NA,2 ambientes,5
BOEDO,2017,Mar,NA,2 ambientes,5
BOEDO,2017,Abr,NA,2 ambientes,5
BOEDO,2017,May,NA,2 ambientes,5
BOEDO,2017,Jun,NA,2 ambientes,5
BOEDO,2017,Jul,NA,2 ambientes,5
BOEDO,2017,Ago,NA,2 ambientes,5
BOEDO,2017,Sep,NA,2 ambientes,5
BOEDO,2017,Oct,NA,2 ambientes,5
BOEDO,2017,Nov,NA,2 ambientes,5
BOEDO,2017,Dic,NA,2 ambientes,5
BOEDO,2018,Ene,NA,2 ambientes,5
BOEDO,2018,Feb,NA,2 ambientes,5
BOEDO,2018,Mar,NA,2 ambientes,5
BOEDO,2018,Abr,NA,2 ambientes,5
BOEDO,2018,May,NA,2 ambientes,5
BOEDO,2018,Jun,NA,2 ambientes,5
BOEDO,2018,Jul,NA,2 ambientes,5
BOEDO,2018,Ago,11181,2 ambientes,5
BOEDO,2018,Sep,NA,2 ambientes,5
BOEDO,2018,Oct,11404,2 ambientes,5
BOEDO,2018,Nov,NA,2 ambientes,5
BOEDO,2018,Dic,NA,2 ambientes,5
BOEDO,2019,Ene,NA,2 ambientes,5
BOEDO,2019,Feb,NA,2 ambientes,5
BOEDO,2019,Mar,NA,2 ambientes,5
BOEDO,2019,Abr,NA,2 ambientes,5
BOEDO,2019,May,NA,2 ambientes,5
BOEDO,2019,Jun,NA,2 ambientes,5
BOEDO,2019,Jul,NA,2 ambientes,5
BOEDO,2019,Ago,NA,2 ambientes,5
CABALLITO,2013,Jul,2677,2 ambientes,6
CABALLITO,2013,Ago,2735,2 ambientes,6
CABALLITO,2013,Sep,2737,2 ambientes,6
CABALLITO,2013,Oct,2847,2 ambientes,6
CABALLITO,2013,Nov,2869,2 ambientes,6
CABALLITO,2013,Dic,2927,2 ambientes,6
CABALLITO,2014,Ene,2916,2 ambientes,6
CABALLITO,2014,Feb,3154,2 ambientes,6
CABALLITO,2014,Mar,3063,2 ambientes,6
CABALLITO,2014,Abr,3188,2 ambientes,6
CABALLITO,2014,May,3169,2 ambientes,6
CABALLITO,2014,Jun,3375,2 ambientes,6
CABALLITO,2014,Jul,3489,2 ambientes,6
CABALLITO,2014,Ago,3518,2 ambientes,6
CABALLITO,2014,Sep,3551,2 ambientes,6
CABALLITO,2014,Oct,3463,2 ambientes,6
CABALLITO,2014,Nov,3604,2 ambientes,6
CABALLITO,2014,Dic,3641,2 ambientes,6
CABALLITO,2015,Ene,3838,2 ambientes,6
CABALLITO,2015,Feb,3793,2 ambientes,6
CABALLITO,2015,Mar,3936,2 ambientes,6
CABALLITO,2015,Abr,3990,2 ambientes,6
CABALLITO,2015,May,4371,2 ambientes,6
CABALLITO,2015,Jun,4182,2 ambientes,6
CABALLITO,2015,Jul,4429,2 ambientes,6
CABALLITO,2015,Ago,4845,2 ambientes,6
CABALLITO,2015,Sep,4863,2 ambientes,6
CABALLITO,2015,Oct,4976,2 ambientes,6
CABALLITO,2015,Nov,4818,2 ambientes,6
CABALLITO,2015,Dic,4800,2 ambientes,6
CABALLITO,2016,Ene,5164,2 ambientes,6
CABALLITO,2016,Feb,5458,2 ambientes,6
CABALLITO,2016,Mar,5434,2 ambientes,6
CABALLITO,2016,Abr,5830,2 ambientes,6
CABALLITO,2016,May,6105,2 ambientes,6
CABALLITO,2016,Jun,5887,2 ambientes,6
CABALLITO,2016,Jul,6325,2 ambientes,6
CABALLITO,2016,Ago,6188,2 ambientes,6
CABALLITO,2016,Sep,6410,2 ambientes,6
CABALLITO,2016,Oct,6535,2 ambientes,6
CABALLITO,2016,Nov,6812,2 ambientes,6
CABALLITO,2016,Dic,6678,2 ambientes,6
CABALLITO,2017,Ene,6685,2 ambientes,6
CABALLITO,2017,Feb,6808,2 ambientes,6
CABALLITO,2017,Mar,7021,2 ambientes,6
CABALLITO,2017,Abr,7626,2 ambientes,6
CABALLITO,2017,May,8586,2 ambientes,6
CABALLITO,2017,Jun,8424,2 ambientes,6
CABALLITO,2017,Jul,8192,2 ambientes,6
CABALLITO,2017,Ago,8304,2 ambientes,6
CABALLITO,2017,Sep,8956,2 ambientes,6
CABALLITO,2017,Oct,8707,2 ambientes,6
CABALLITO,2017,Nov,9131,2 ambientes,6
CABALLITO,2017,Dic,9529,2 ambientes,6
CABALLITO,2018,Ene,9321,2 ambientes,6
CABALLITO,2018,Feb,9763,2 ambientes,6
CABALLITO,2018,Mar,9615,2 ambientes,6
CABALLITO,2018,Abr,10387,2 ambientes,6
CABALLITO,2018,May,10516,2 ambientes,6
CABALLITO,2018,Jun,10445,2 ambientes,6
CABALLITO,2018,Jul,11034,2 ambientes,6
CABALLITO,2018,Ago,11246,2 ambientes,6
CABALLITO,2018,Sep,11567,2 ambientes,6
CABALLITO,2018,Oct,12395,2 ambientes,6
CABALLITO,2018,Nov,12089,2 ambientes,6
CABALLITO,2018,Dic,12210,2 ambientes,6
CABALLITO,2019,Ene,12627,2 ambientes,6
CABALLITO,2019,Feb,13232,2 ambientes,6
CABALLITO,2019,Mar,13361,2 ambientes,6
CABALLITO,2019,Abr,13675,2 ambientes,6
CABALLITO,2019,May,13599,2 ambientes,6
CABALLITO,2019,Jun,14324,2 ambientes,6
CABALLITO,2019,Jul,14768,2 ambientes,6
CABALLITO,2019,Ago,14832,2 ambientes,6
CHACARITA,2013,Jul,2956,2 ambientes,15
CHACARITA,2013,Ago,2661,2 ambientes,15
CHACARITA,2013,Sep,2703,2 ambientes,15
CHACARITA,2013,Oct,NA,2 ambientes,15
CHACARITA,2013,Nov,3058,2 ambientes,15
CHACARITA,2013,Dic,3190,2 ambientes,15
CHACARITA,2014,Ene,NA,2 ambientes,15
CHACARITA,2014,Feb,NA,2 ambientes,15
CHACARITA,2014,Mar,NA,2 ambientes,15
CHACARITA,2014,Abr,NA,2 ambientes,15
CHACARITA,2014,May,NA,2 ambientes,15
CHACARITA,2014,Jun,NA,2 ambientes,15
CHACARITA,2014,Jul,NA,2 ambientes,15
CHACARITA,2014,Ago,NA,2 ambientes,15
CHACARITA,2014,Sep,NA,2 ambientes,15
CHACARITA,2014,Oct,NA,2 ambientes,15
CHACARITA,2014,Nov,NA,2 ambientes,15
CHACARITA,2014,Dic,NA,2 ambientes,15
CHACARITA,2015,Ene,NA,2 ambientes,15
CHACARITA,2015,Feb,NA,2 ambientes,15
CHACARITA,2015,Mar,NA,2 ambientes,15
CHACARITA,2015,Abr,NA,2 ambientes,15
CHACARITA,2015,May,NA,2 ambientes,15
CHACARITA,2015,Jun,4638,2 ambientes,15
CHACARITA,2015,Jul,NA,2 ambientes,15
CHACARITA,2015,Ago,4956,2 ambientes,15
CHACARITA,2015,Sep,NA,2 ambientes,15
CHACARITA,2015,Oct,NA,2 ambientes,15
CHACARITA,2015,Nov,NA,2 ambientes,15
CHACARITA,2015,Dic,NA,2 ambientes,15
CHACARITA,2016,Ene,NA,2 ambientes,15
CHACARITA,2016,Feb,NA,2 ambientes,15
CHACARITA,2016,Mar,NA,2 ambientes,15
CHACARITA,2016,Abr,NA,2 ambientes,15
CHACARITA,2016,May,NA,2 ambientes,15
CHACARITA,2016,Jun,NA,2 ambientes,15
CHACARITA,2016,Jul,NA,2 ambientes,15
CHACARITA,2016,Ago,NA,2 ambientes,15
CHACARITA,2016,Sep,7217,2 ambientes,15
CHACARITA,2016,Oct,6859,2 ambientes,15
CHACARITA,2016,Nov,7370,2 ambientes,15
CHACARITA,2016,Dic,7571,2 ambientes,15
CHACARITA,2017,Ene,7562,2 ambientes,15
CHACARITA,2017,Feb,NA,2 ambientes,15
CHACARITA,2017,Mar,7757,2 ambientes,15
CHACARITA,2017,Abr,7973,2 ambientes,15
CHACARITA,2017,May,8548,2 ambientes,15
CHACARITA,2017,Jun,8608,2 ambientes,15
CHACARITA,2017,Jul,8263,2 ambientes,15
CHACARITA,2017,Ago,NA,2 ambientes,15
CHACARITA,2017,Sep,NA,2 ambientes,15
CHACARITA,2017,Oct,NA,2 ambientes,15
CHACARITA,2017,Nov,NA,2 ambientes,15
CHACARITA,2017,Dic,10119,2 ambientes,15
CHACARITA,2018,Ene,NA,2 ambientes,15
CHACARITA,2018,Feb,NA,2 ambientes,15
CHACARITA,2018,Mar,NA,2 ambientes,15
CHACARITA,2018,Abr,NA,2 ambientes,15
CHACARITA,2018,May,11758,2 ambientes,15
CHACARITA,2018,Jun,11957,2 ambientes,15
CHACARITA,2018,Jul,NA,2 ambientes,15
CHACARITA,2018,Ago,12526,2 ambientes,15
CHACARITA,2018,Sep,NA,2 ambientes,15
CHACARITA,2018,Oct,NA,2 ambientes,15
CHACARITA,2018,Nov,12914,2 ambientes,15
CHACARITA,2018,Dic,NA,2 ambientes,15
CHACARITA,2019,Ene,NA,2 ambientes,15
CHACARITA,2019,Feb,NA,2 ambientes,15
CHACARITA,2019,Mar,NA,2 ambientes,15
CHACARITA,2019,Abr,NA,2 ambientes,15
CHACARITA,2019,May,NA,2 ambientes,15
CHACARITA,2019,Jun,NA,2 ambientes,15
CHACARITA,2019,Jul,NA,2 ambientes,15
CHACARITA,2019,Ago,NA,2 ambientes,15
COGHLAN,2013,Jul,NA,2 ambientes,12
COGHLAN,2013,Ago,NA,2 ambientes,12
COGHLAN,2013,Sep,NA,2 ambientes,12
COGHLAN,2013,Oct,NA,2 ambientes,12
COGHLAN,2013,Nov,NA,2 ambientes,12
COGHLAN,2013,Dic,NA,2 ambientes,12
COGHLAN,2014,Ene,NA,2 ambientes,12
COGHLAN,2014,Feb,NA,2 ambientes,12
COGHLAN,2014,Mar,NA,2 ambientes,12
COGHLAN,2014,Abr,NA,2 ambientes,12
COGHLAN,2014,May,NA,2 ambientes,12
COGHLAN,2014,Jun,NA,2 ambientes,12
COGHLAN,2014,Jul,NA,2 ambientes,12
COGHLAN,2014,Ago,NA,2 ambientes,12
COGHLAN,2014,Sep,NA,2 ambientes,12
COGHLAN,2014,Oct,NA,2 ambientes,12
COGHLAN,2014,Nov,NA,2 ambientes,12
COGHLAN,2014,Dic,NA,2 ambientes,12
COGHLAN,2015,Ene,NA,2 ambientes,12
COGHLAN,2015,Feb,NA,2 ambientes,12
COGHLAN,2015,Mar,NA,2 ambientes,12
COGHLAN,2015,Abr,NA,2 ambientes,12
COGHLAN,2015,May,NA,2 ambientes,12
COGHLAN,2015,Jun,NA,2 ambientes,12
COGHLAN,2015,Jul,4778,2 ambientes,12
COGHLAN,2015,Ago,NA,2 ambientes,12
COGHLAN,2015,Sep,NA,2 ambientes,12
COGHLAN,2015,Oct,NA,2 ambientes,12
COGHLAN,2015,Nov,NA,2 ambientes,12
COGHLAN,2015,Dic,NA,2 ambientes,12
COGHLAN,2016,Ene,NA,2 ambientes,12
COGHLAN,2016,Feb,NA,2 ambientes,12
COGHLAN,2016,Mar,NA,2 ambientes,12
COGHLAN,2016,Abr,NA,2 ambientes,12
COGHLAN,2016,May,NA,2 ambientes,12
COGHLAN,2016,Jun,NA,2 ambientes,12
COGHLAN,2016,Jul,NA,2 ambientes,12
COGHLAN,2016,Ago,NA,2 ambientes,12
COGHLAN,2016,Sep,NA,2 ambientes,12
COGHLAN,2016,Oct,NA,2 ambientes,12
COGHLAN,2016,Nov,NA,2 ambientes,12
COGHLAN,2016,Dic,NA,2 ambientes,12
COGHLAN,2017,Ene,NA,2 ambientes,12
COGHLAN,2017,Feb,NA,2 ambientes,12
COGHLAN,2017,Mar,NA,2 ambientes,12
COGHLAN,2017,Abr,NA,2 ambientes,12
COGHLAN,2017,May,8742,2 ambientes,12
COGHLAN,2017,Jun,NA,2 ambientes,12
COGHLAN,2017,Jul,NA,2 ambientes,12
COGHLAN,2017,Ago,NA,2 ambientes,12
COGHLAN,2017,Sep,NA,2 ambientes,12
COGHLAN,2017,Oct,NA,2 ambientes,12
COGHLAN,2017,Nov,NA,2 ambientes,12
COGHLAN,2017,Dic,NA,2 ambientes,12
COGHLAN,2018,Ene,NA,2 ambientes,12
COGHLAN,2018,Feb,NA,2 ambientes,12
COGHLAN,2018,Mar,NA,2 ambientes,12
COGHLAN,2018,Abr,NA,2 ambientes,12
COGHLAN,2018,May,NA,2 ambientes,12
COGHLAN,2018,Jun,NA,2 ambientes,12
COGHLAN,2018,Jul,NA,2 ambientes,12
COGHLAN,2018,Ago,NA,2 ambientes,12
COGHLAN,2018,Sep,NA,2 ambientes,12
COGHLAN,2018,Oct,NA,2 ambientes,12
COGHLAN,2018,Nov,NA,2 ambientes,12
COGHLAN,2018,Dic,NA,2 ambientes,12
COGHLAN,2019,Ene,NA,2 ambientes,12
COGHLAN,2019,Feb,NA,2 ambientes,12
COGHLAN,2019,Mar,NA,2 ambientes,12
COGHLAN,2019,Abr,NA,2 ambientes,12
COGHLAN,2019,May,NA,2 ambientes,12
COGHLAN,2019,Jun,NA,2 ambientes,12
COGHLAN,2019,Jul,NA,2 ambientes,12
COGHLAN,2019,Ago,NA,2 ambientes,12
COLEGIALES,2013,Jul,2972,2 ambientes,13
COLEGIALES,2013,Ago,2954,2 ambientes,13
COLEGIALES,2013,Sep,3112,2 ambientes,13
COLEGIALES,2013,Oct,3004,2 ambientes,13
COLEGIALES,2013,Nov,3198,2 ambientes,13
COLEGIALES,2013,Dic,3171,2 ambientes,13
COLEGIALES,2014,Ene,3206,2 ambientes,13
COLEGIALES,2014,Feb,3152,2 ambientes,13
COLEGIALES,2014,Mar,3419,2 ambientes,13
COLEGIALES,2014,Abr,NA,2 ambientes,13
COLEGIALES,2014,May,3328,2 ambientes,13
COLEGIALES,2014,Jun,NA,2 ambientes,13
COLEGIALES,2014,Jul,NA,2 ambientes,13
COLEGIALES,2014,Ago,NA,2 ambientes,13
COLEGIALES,2014,Sep,NA,2 ambientes,13
COLEGIALES,2014,Oct,NA,2 ambientes,13
COLEGIALES,2014,Nov,NA,2 ambientes,13
COLEGIALES,2014,Dic,NA,2 ambientes,13
COLEGIALES,2015,Ene,NA,2 ambientes,13
COLEGIALES,2015,Feb,NA,2 ambientes,13
COLEGIALES,2015,Mar,NA,2 ambientes,13
COLEGIALES,2015,Abr,NA,2 ambientes,13
COLEGIALES,2015,May,NA,2 ambientes,13
COLEGIALES,2015,Jun,5192,2 ambientes,13
COLEGIALES,2015,Jul,4940,2 ambientes,13
COLEGIALES,2015,Ago,5529,2 ambientes,13
COLEGIALES,2015,Sep,NA,2 ambientes,13
COLEGIALES,2015,Oct,NA,2 ambientes,13
COLEGIALES,2015,Nov,NA,2 ambientes,13
COLEGIALES,2015,Dic,NA,2 ambientes,13
COLEGIALES,2016,Ene,NA,2 ambientes,13
COLEGIALES,2016,Feb,NA,2 ambientes,13
COLEGIALES,2016,Mar,NA,2 ambientes,13
COLEGIALES,2016,Abr,NA,2 ambientes,13
COLEGIALES,2016,May,NA,2 ambientes,13
COLEGIALES,2016,Jun,NA,2 ambientes,13
COLEGIALES,2016,Jul,6860,2 ambientes,13
COLEGIALES,2016,Ago,NA,2 ambientes,13
COLEGIALES,2016,Sep,7554,2 ambientes,13
COLEGIALES,2016,Oct,7896,2 ambientes,13
COLEGIALES,2016,Nov,7690,2 ambientes,13
COLEGIALES,2016,Dic,7581,2 ambientes,13
COLEGIALES,2017,Ene,8230,2 ambientes,13
COLEGIALES,2017,Feb,7823,2 ambientes,13
COLEGIALES,2017,Mar,8391,2 ambientes,13
COLEGIALES,2017,Abr,8627,2 ambientes,13
COLEGIALES,2017,May,9591,2 ambientes,13
COLEGIALES,2017,Jun,9350,2 ambientes,13
COLEGIALES,2017,Jul,NA,2 ambientes,13
COLEGIALES,2017,Ago,9276,2 ambientes,13
COLEGIALES,2017,Sep,10745,2 ambientes,13
COLEGIALES,2017,Oct,NA,2 ambientes,13
COLEGIALES,2017,Nov,10307,2 ambientes,13
COLEGIALES,2017,Dic,10241,2 ambientes,13
COLEGIALES,2018,Ene,NA,2 ambientes,13
COLEGIALES,2018,Feb,NA,2 ambientes,13
COLEGIALES,2018,Mar,10478,2 ambientes,13
COLEGIALES,2018,Abr,NA,2 ambientes,13
COLEGIALES,2018,May,NA,2 ambientes,13
COLEGIALES,2018,Jun,12927,2 ambientes,13
COLEGIALES,2018,Jul,12521,2 ambientes,13
COLEGIALES,2018,Ago,13059,2 ambientes,13
COLEGIALES,2018,Sep,13315,2 ambientes,13
COLEGIALES,2018,Oct,13080,2 ambientes,13
COLEGIALES,2018,Nov,NA,2 ambientes,13
COLEGIALES,2018,Dic,NA,2 ambientes,13
COLEGIALES,2019,Ene,13992,2 ambientes,13
COLEGIALES,2019,Feb,NA,2 ambientes,13
COLEGIALES,2019,Mar,NA,2 ambientes,13
COLEGIALES,2019,Abr,16253,2 ambientes,13
COLEGIALES,2019,May,16642,2 ambientes,13
COLEGIALES,2019,Jun,16044,2 ambientes,13
COLEGIALES,2019,Jul,NA,2 ambientes,13
COLEGIALES,2019,Ago,16303,2 ambientes,13
CONSTITUCION,2013,Jul,NA,2 ambientes,1
CONSTITUCION,2013,Ago,NA,2 ambientes,1
CONSTITUCION,2013,Sep,NA,2 ambientes,1
CONSTITUCION,2013,Oct,NA,2 ambientes,1
CONSTITUCION,2013,Nov,NA,2 ambientes,1
CONSTITUCION,2013,Dic,NA,2 ambientes,1
CONSTITUCION,2014,Ene,NA,2 ambientes,1
CONSTITUCION,2014,Feb,NA,2 ambientes,1
CONSTITUCION,2014,Mar,NA,2 ambientes,1
CONSTITUCION,2014,Abr,NA,2 ambientes,1
CONSTITUCION,2014,May,NA,2 ambientes,1
CONSTITUCION,2014,Jun,NA,2 ambientes,1
CONSTITUCION,2014,Jul,NA,2 ambientes,1
CONSTITUCION,2014,Ago,NA,2 ambientes,1
CONSTITUCION,2014,Sep,NA,2 ambientes,1
CONSTITUCION,2014,Oct,NA,2 ambientes,1
CONSTITUCION,2014,Nov,NA,2 ambientes,1
CONSTITUCION,2014,Dic,NA,2 ambientes,1
CONSTITUCION,2015,Ene,NA,2 ambientes,1
CONSTITUCION,2015,Feb,NA,2 ambientes,1
CONSTITUCION,2015,Mar,NA,2 ambientes,1
CONSTITUCION,2015,Abr,NA,2 ambientes,1
CONSTITUCION,2015,May,NA,2 ambientes,1
CONSTITUCION,2015,Jun,NA,2 ambientes,1
CONSTITUCION,2015,Jul,NA,2 ambientes,1
CONSTITUCION,2015,Ago,NA,2 ambientes,1
CONSTITUCION,2015,Sep,NA,2 ambientes,1
CONSTITUCION,2015,Oct,NA,2 ambientes,1
CONSTITUCION,2015,Nov,NA,2 ambientes,1
CONSTITUCION,2015,Dic,NA,2 ambientes,1
CONSTITUCION,2016,Ene,NA,2 ambientes,1
CONSTITUCION,2016,Feb,NA,2 ambientes,1
CONSTITUCION,2016,Mar,NA,2 ambientes,1
CONSTITUCION,2016,Abr,NA,2 ambientes,1
CONSTITUCION,2016,May,NA,2 ambientes,1
CONSTITUCION,2016,Jun,NA,2 ambientes,1
CONSTITUCION,2016,Jul,NA,2 ambientes,1
CONSTITUCION,2016,Ago,NA,2 ambientes,1
CONSTITUCION,2016,Sep,NA,2 ambientes,1
CONSTITUCION,2016,Oct,NA,2 ambientes,1
CONSTITUCION,2016,Nov,NA,2 ambientes,1
CONSTITUCION,2016,Dic,NA,2 ambientes,1
CONSTITUCION,2017,Ene,NA,2 ambientes,1
CONSTITUCION,2017,Feb,NA,2 ambientes,1
CONSTITUCION,2017,Mar,NA,2 ambientes,1
CONSTITUCION,2017,Abr,NA,2 ambientes,1
CONSTITUCION,2017,May,NA,2 ambientes,1
CONSTITUCION,2017,Jun,NA,2 ambientes,1
CONSTITUCION,2017,Jul,NA,2 ambientes,1
CONSTITUCION,2017,Ago,NA,2 ambientes,1
CONSTITUCION,2017,Sep,NA,2 ambientes,1
CONSTITUCION,2017,Oct,NA,2 ambientes,1
CONSTITUCION,2017,Nov,NA,2 ambientes,1
CONSTITUCION,2017,Dic,NA,2 ambientes,1
CONSTITUCION,2018,Ene,NA,2 ambientes,1
CONSTITUCION,2018,Feb,NA,2 ambientes,1
CONSTITUCION,2018,Mar,NA,2 ambientes,1
CONSTITUCION,2018,Abr,NA,2 ambientes,1
CONSTITUCION,2018,May,NA,2 ambientes,1
CONSTITUCION,2018,Jun,NA,2 ambientes,1
CONSTITUCION,2018,Jul,NA,2 ambientes,1
CONSTITUCION,2018,Ago,NA,2 ambientes,1
CONSTITUCION,2018,Sep,NA,2 ambientes,1
CONSTITUCION,2018,Oct,NA,2 ambientes,1
CONSTITUCION,2018,Nov,NA,2 ambientes,1
CONSTITUCION,2018,Dic,NA,2 ambientes,1
CONSTITUCION,2019,Ene,NA,2 ambientes,1
CONSTITUCION,2019,Feb,NA,2 ambientes,1
CONSTITUCION,2019,Mar,NA,2 ambientes,1
CONSTITUCION,2019,Abr,NA,2 ambientes,1
CONSTITUCION,2019,May,NA,2 ambientes,1
CONSTITUCION,2019,Jun,NA,2 ambientes,1
CONSTITUCION,2019,Jul,NA,2 ambientes,1
CONSTITUCION,2019,Ago,NA,2 ambientes,1
FLORES,2013,Jul,2372,2 ambientes,7
FLORES,2013,Ago,2371,2 ambientes,7
FLORES,2013,Sep,2571,2 ambientes,7
FLORES,2013,Oct,2750,2 ambientes,7
FLORES,2013,Nov,2712,2 ambientes,7
FLORES,2013,Dic,2825,2 ambientes,7
