barrio,anio,mes,precio_prom,ambientes,comuna
NUÑEZ,2016,Nov,NA,3 ambientes,13
NUÑEZ,2016,Dic,NA,3 ambientes,13
NUÑEZ,2017,Ene,NA,3 ambientes,13
NUÑEZ,2017,Feb,14395,3 ambientes,13
NUÑEZ,2017,Mar,NA,3 ambientes,13
NUÑEZ,2017,Abr,NA,3 ambientes,13
NUÑEZ,2017,May,NA,3 ambientes,13
NUÑEZ,2017,Jun,NA,3 ambientes,13
NUÑEZ,2017,Jul,NA,3 ambientes,13
NUÑEZ,2017,Ago,14149,3 ambientes,13
NUÑEZ,2017,Sep,NA,3 ambientes,13
NUÑEZ,2017,Oct,16935,3 ambientes,13
NUÑEZ,2017,Nov,NA,3 ambientes,13
NUÑEZ,2017,Dic,17220,3 ambientes,13
NUÑEZ,2018,Ene,16986,3 ambientes,13
NUÑEZ,2018,Feb,NA,3 ambientes,13
NUÑEZ,2018,Mar,NA,3 ambientes,13
NUÑEZ,2018,Abr,NA,3 ambientes,13
NUÑEZ,2018,May,NA,3 ambientes,13
NUÑEZ,2018,Jun,NA,3 ambientes,13
NUÑEZ,2018,Jul,NA,3 ambientes,13
NUÑEZ,2018,Ago,NA,3 ambientes,13
NUÑEZ,2018,Sep,NA,3 ambientes,13
NUÑEZ,2018,Oct,NA,3 ambientes,13
NUÑEZ,2018,Nov,NA,3 ambientes,13
NUÑEZ,2018,Dic,NA,3 ambientes,13
NUÑEZ,2019,Ene,NA,3 ambientes,13
NUÑEZ,2019,Feb,NA,3 ambientes,13
NUÑEZ,2019,Mar,NA,3 ambientes,13
NUÑEZ,2019,Abr,NA,3 ambientes,13
NUÑEZ,2019,May,25211,3 ambientes,13
NUÑEZ,2019,Jun,24638,3 ambientes,13
NUÑEZ,2019,Jul,NA,3 ambientes,13
NUÑEZ,2019,Ago,NA,3 ambientes,13
PALERMO,2013,Jul,5331,3 ambientes,14
PALERMO,2013,Ago,5011,3 ambientes,14
PALERMO,2013,Sep,5058,3 ambientes,14
PALERMO,2013,Oct,5470,3 ambientes,14
PALERMO,2013,Nov,5631,3 ambientes,14
PALERMO,2013,Dic,5375,3 ambientes,14
PALERMO,2014,Ene,4928,3 ambientes,14
PALERMO,2014,Feb,5715,3 ambientes,14
PALERMO,2014,Mar,6369,3 ambientes,14
PALERMO,2014,Abr,6779,3 ambientes,14
PALERMO,2014,May,6143,3 ambientes,14
PALERMO,2014,Jun,6824,3 ambientes,14
PALERMO,2014,Jul,6421,3 ambientes,14
PALERMO,2014,Ago,6411,3 ambientes,14
PALERMO,2014,Sep,6444,3 ambientes,14
PALERMO,2014,Oct,7095,3 ambientes,14
PALERMO,2014,Nov,6801,3 ambientes,14
PALERMO,2014,Dic,7095,3 ambientes,14
PALERMO,2015,Ene,7150,3 ambientes,14
PALERMO,2015,Feb,6415,3 ambientes,14
PALERMO,2015,Mar,7520,3 ambientes,14
PALERMO,2015,Abr,8151,3 ambientes,14
PALERMO,2015,May,8727,3 ambientes,14
PALERMO,2015,Jun,8578,3 ambientes,14
PALERMO,2015,Jul,8697,3 ambientes,14
PALERMO,2015,Ago,9201,3 ambientes,14
PALERMO,2015,Sep,8715,3 ambientes,14
PALERMO,2015,Oct,9394,3 ambientes,14
PALERMO,2015,Nov,9085,3 ambientes,14
PALERMO,2015,Dic,9503,3 ambientes,14
PALERMO,2016,Ene,NA,3 ambientes,14
PALERMO,2016,Feb,NA,3 ambientes,14
PALERMO,2016,Mar,10902,3 ambientes,14
PALERMO,2016,Abr,12013,3 ambientes,14
PALERMO,2016,May,11210,3 ambientes,14
PALERMO,2016,Jun,14383,3 ambientes,14
PALERMO,2016,Jul,12358,3 ambientes,14
PALERMO,2016,Ago,11116,3 ambientes,14
PALERMO,2016,Sep,12425,3 ambientes,14
PALERMO,2016,Oct,13128,3 ambientes,14
PALERMO,2016,Nov,14018,3 ambientes,14
PALERMO,2016,Dic,14479,3 ambientes,14
PALERMO,2017,Ene,13347,3 ambientes,14
PALERMO,2017,Feb,16450,3 ambientes,14
PALERMO,2017,Mar,16223,3 ambientes,14
PALERMO,2017,Abr,15173,3 ambientes,14
PALERMO,2017,May,16222,3 ambientes,14
PALERMO,2017,Jun,16298,3 ambientes,14
PALERMO,2017,Jul,15729,3 ambientes,14
PALERMO,2017,Ago,17306,3 ambientes,14
PALERMO,2017,Sep,18282,3 ambientes,14
PALERMO,2017,Oct,18539,3 ambientes,14
PALERMO,2017,Nov,16765,3 ambientes,14
PALERMO,2017,Dic,17154,3 ambientes,14
PALERMO,2018,Ene,18122,3 ambientes,14
PALERMO,2018,Feb,18537,3 ambientes,14
PALERMO,2018,Mar,18824,3 ambientes,14
PALERMO,2018,Abr,18696,3 ambientes,14
PALERMO,2018,May,18212,3 ambientes,14
PALERMO,2018,Jun,19324,3 ambientes,14
PALERMO,2018,Jul,20077,3 ambientes,14
PALERMO,2018,Ago,19279,3 ambientes,14
PALERMO,2018,Sep,20716,3 ambientes,14
PALERMO,2018,Oct,20419,3 ambientes,14
PALERMO,2018,Nov,20241,3 ambientes,14
PALERMO,2018,Dic,23188,3 ambientes,14
PALERMO,2019,Ene,24785,3 ambientes,14
PALERMO,2019,Feb,21592,3 ambientes,14
PALERMO,2019,Mar,24093,3 ambientes,14
PALERMO,2019,Abr,23073,3 ambientes,14
PALERMO,2019,May,25874,3 ambientes,14
PALERMO,2019,Jun,26749,3 ambientes,14
PALERMO,2019,Jul,26118,3 ambientes,14
PALERMO,2019,Ago,26941,3 ambientes,14
PARQUE AVELLANEDA,2013,Jul,NA,3 ambientes,9
PARQUE AVELLANEDA,2013,Ago,NA,3 ambientes,9
PARQUE AVELLANEDA,2013,Sep,NA,3 ambientes,9
PARQUE AVELLANEDA,2013,Oct,NA,3 ambientes,9
PARQUE AVELLANEDA,2013,Nov,NA,3 ambientes,9
PARQUE AVELLANEDA,2013,Dic,NA,3 ambientes,9
PARQUE AVELLANEDA,2014,Ene,NA,3 ambientes,9
PARQUE AVELLANEDA,2014,Feb,NA,3 ambientes,9
PARQUE AVELLANEDA,2014,Mar,NA,3 ambientes,9
PARQUE AVELLANEDA,2014,Abr,NA,3 ambientes,9
PARQUE AVELLANEDA,2014,May,NA,3 ambientes,9
PARQUE AVELLANEDA,2014,Jun,NA,3 ambientes,9
PARQUE AVELLANEDA,2014,Jul,NA,3 ambientes,9
PARQUE AVELLANEDA,2014,Ago,NA,3 ambientes,9
PARQUE AVELLANEDA,2014,Sep,NA,3 ambientes,9
PARQUE AVELLANEDA,2014,Oct,NA,3 ambientes,9
PARQUE AVELLANEDA,2014,Nov,NA,3 ambientes,9
PARQUE AVELLANEDA,2014,Dic,NA,3 ambientes,9
PARQUE AVELLANEDA,2015,Ene,NA,3 ambientes,9
PARQUE AVELLANEDA,2015,Feb,NA,3 ambientes,9
PARQUE AVELLANEDA,2015,Mar,NA,3 ambientes,9
PARQUE AVELLANEDA,2015,Abr,NA,3 ambientes,9
PARQUE AVELLANEDA,2015,May,NA,3 ambientes,9
PARQUE AVELLANEDA,2015,Jun,NA,3 ambientes,9
PARQUE AVELLANEDA,2015,Jul,NA,3 ambientes,9
PARQUE AVELLANEDA,2015,Ago,NA,3 ambientes,9
PARQUE AVELLANEDA,2015,Sep,NA,3 ambientes,9
PARQUE AVELLANEDA,2015,Oct,NA,3 ambientes,9
PARQUE AVELLANEDA,2015,Nov,NA,3 ambientes,9
PARQUE AVELLANEDA,2015,Dic,NA,3 ambientes,9
PARQUE AVELLANEDA,2016,Ene,NA,3 ambientes,9
PARQUE AVELLANEDA,2016,Feb,NA,3 ambientes,9
PARQUE AVELLANEDA,2016,Mar,NA,3 ambientes,9
PARQUE AVELLANEDA,2016,Abr,NA,3 ambientes,9
PARQUE AVELLANEDA,2016,May,NA,3 ambientes,9
PARQUE AVELLANEDA,2016,Jun,NA,3 ambientes,9
PARQUE AVELLANEDA,2016,Jul,NA,3 ambientes,9
PARQUE AVELLANEDA,2016,Ago,8394,3 ambientes,9
PARQUE AVELLANEDA,2016,Sep,NA,3 ambientes,9
PARQUE AVELLANEDA,2016,Oct,8552,3 ambientes,9
PARQUE AVELLANEDA,2016,Nov,NA,3 ambientes,9
PARQUE AVELLANEDA,2016,Dic,NA,3 ambientes,9
PARQUE AVELLANEDA,2017,Ene,NA,3 ambientes,9
PARQUE AVELLANEDA,2017,Feb,NA,3 ambientes,9
PARQUE AVELLANEDA,2017,Mar,NA,3 ambientes,9
PARQUE AVELLANEDA,2017,Abr,NA,3 ambientes,9
PARQUE AVELLANEDA,2017,May,NA,3 ambientes,9
PARQUE AVELLANEDA,2017,Jun,NA,3 ambientes,9
PARQUE AVELLANEDA,2017,Jul,NA,3 ambientes,9
PARQUE AVELLANEDA,2017,Ago,NA,3 ambientes,9
PARQUE AVELLANEDA,2017,Sep,NA,3 ambientes,9
PARQUE AVELLANEDA,2017,Oct,NA,3 ambientes,9
PARQUE AVELLANEDA,2017,Nov,NA,3 ambientes,9
PARQUE AVELLANEDA,2017,Dic,NA,3 ambientes,9
PARQUE AVELLANEDA,2018,Ene,NA,3 ambientes,9
PARQUE AVELLANEDA,2018,Feb,NA,3 ambientes,9
PARQUE AVELLANEDA,2018,Mar,NA,3 ambientes,9
PARQUE AVELLANEDA,2018,Abr,NA,3 ambientes,9
PARQUE AVELLANEDA,2018,May,NA,3 ambientes,9
PARQUE AVELLANEDA,2018,Jun,NA,3 ambientes,9
PARQUE AVELLANEDA,2018,Jul,NA,3 ambientes,9
PARQUE AVELLANEDA,2018,Ago,NA,3 ambientes,9
PARQUE AVELLANEDA,2018,Sep,NA,3 ambientes,9
PARQUE AVELLANEDA,2018,Oct,NA,3 ambientes,9
PARQUE AVELLANEDA,2018,Nov,NA,3 ambientes,9
PARQUE AVELLANEDA,2018,Dic,NA,3 ambientes,9
PARQUE AVELLANEDA,2019,Ene,NA,3 ambientes,9
PARQUE AVELLANEDA,2019,Feb,NA,3 ambientes,9
PARQUE AVELLANEDA,2019,Mar,NA,3 ambientes,9
PARQUE AVELLANEDA,2019,Abr,NA,3 ambientes,9
PARQUE AVELLANEDA,2019,May,NA,3 ambientes,9
PARQUE AVELLANEDA,2019,Jun,NA,3 ambientes,9
PARQUE AVELLANEDA,2019,Jul,NA,3 ambientes,9
PARQUE AVELLANEDA,2019,Ago,NA,3 ambientes,9
PARQUE CHACABUCO,2013,Jul,NA,3 ambientes,7
PARQUE CHACABUCO,2013,Ago,NA,3 ambientes,7
PARQUE CHACABUCO,2013,Sep,NA,3 ambientes,7
PARQUE CHACABUCO,2013,Oct,NA,3 ambientes,7
PARQUE CHACABUCO,2013,Nov,3736,3 ambientes,7
PARQUE CHACABUCO,2013,Dic,NA,3 ambientes,7
PARQUE CHACABUCO,2014,Ene,NA,3 ambientes,7
PARQUE CHACABUCO,2014,Feb,NA,3 ambientes,7
PARQUE CHACABUCO,2014,Mar,NA,3 ambientes,7
PARQUE CHACABUCO,2014,Abr,NA,3 ambientes,7
PARQUE CHACABUCO,2014,May,NA,3 ambientes,7
PARQUE CHACABUCO,2014,Jun,NA,3 ambientes,7
PARQUE CHACABUCO,2014,Jul,NA,3 ambientes,7
PARQUE CHACABUCO,2014,Ago,NA,3 ambientes,7
PARQUE CHACABUCO,2014,Sep,NA,3 ambientes,7
PARQUE CHACABUCO,2014,Oct,NA,3 ambientes,7
PARQUE CHACABUCO,2014,Nov,NA,3 ambientes,7
PARQUE CHACABUCO,2014,Dic,NA,3 ambientes,7
PARQUE CHACABUCO,2015,Ene,NA,3 ambientes,7
PARQUE CHACABUCO,2015,Feb,NA,3 ambientes,7
PARQUE CHACABUCO,2015,Mar,NA,3 ambientes,7
PARQUE CHACABUCO,2015,Abr,NA,3 ambientes,7
PARQUE CHACABUCO,2015,May,NA,3 ambientes,7
PARQUE CHACABUCO,2015,Jun,NA,3 ambientes,7
PARQUE CHACABUCO,2015,Jul,NA,3 ambientes,7
PARQUE CHACABUCO,2015,Ago,NA,3 ambientes,7
PARQUE CHACABUCO,2015,Sep,NA,3 ambientes,7
PARQUE CHACABUCO,2015,Oct,NA,3 ambientes,7
PARQUE CHACABUCO,2015,Nov,NA,3 ambientes,7
PARQUE CHACABUCO,2015,Dic,NA,3 ambientes,7
PARQUE CHACABUCO,2016,Ene,NA,3 ambientes,7
PARQUE CHACABUCO,2016,Feb,NA,3 ambientes,7
PARQUE CHACABUCO,2016,Mar,NA,3 ambientes,7
PARQUE CHACABUCO,2016,Abr,NA,3 ambientes,7
PARQUE CHACABUCO,2016,May,NA,3 ambientes,7
PARQUE CHACABUCO,2016,Jun,NA,3 ambientes,7
PARQUE CHACABUCO,2016,Jul,NA,3 ambientes,7
PARQUE CHACABUCO,2016,Ago,NA,3 ambientes,7
PARQUE CHACABUCO,2016,Sep,NA,3 ambientes,7
PARQUE CHACABUCO,2016,Oct,NA,3 ambientes,7
PARQUE CHACABUCO,2016,Nov,NA,3 ambientes,7
PARQUE CHACABUCO,2016,Dic,11070,3 ambientes,7
PARQUE CHACABUCO,2017,Ene,NA,3 ambientes,7
PARQUE CHACABUCO,2017,Feb,NA,3 ambientes,7
PARQUE CHACABUCO,2017,Mar,NA,3 ambientes,7
PARQUE CHACABUCO,2017,Abr,NA,3 ambientes,7
PARQUE CHACABUCO,2017,May,NA,3 ambientes,7
PARQUE CHACABUCO,2017,Jun,NA,3 ambientes,7
PARQUE CHACABUCO,2017,Jul,NA,3 ambientes,7
PARQUE CHACABUCO,2017,Ago,NA,3 ambientes,7
PARQUE CHACABUCO,2017,Sep,NA,3 ambientes,7
PARQUE CHACABUCO,2017,Oct,NA,3 ambientes,7
PARQUE CHACABUCO,2017,Nov,NA,3 ambientes,7
PARQUE CHACABUCO,2017,Dic,NA,3 ambientes,7
PARQUE CHACABUCO,2018,Ene,NA,3 ambientes,7
PARQUE CHACABUCO,2018,Feb,NA,3 ambientes,7
PARQUE CHACABUCO,2018,Mar,NA,3 ambientes,7
PARQUE CHACABUCO,2018,Abr,NA,3 ambientes,7
PARQUE CHACABUCO,2018,May,NA,3 ambientes,7
PARQUE CHACABUCO,2018,Jun,NA,3 ambientes,7
PARQUE CHACABUCO,2018,Jul,NA,3 ambientes,7
PARQUE CHACABUCO,2018,Ago,NA,3 ambientes,7
PARQUE CHACABUCO,2018,Sep,NA,3 ambientes,7
PARQUE CHACABUCO,2018,Oct,NA,3 ambientes,7
PARQUE CHACABUCO,2018,Nov,NA,3 ambientes,7
PARQUE CHACABUCO,2018,Dic,NA,3 ambientes,7
PARQUE CHACABUCO,2019,Ene,NA,3 ambientes,7
PARQUE CHACABUCO,2019,Feb,NA,3 ambientes,7
PARQUE CHACABUCO,2019,Mar,NA,3 ambientes,7
PARQUE CHACABUCO,2019,Abr,NA,3 ambientes,7
PARQUE CHACABUCO,2019,May,NA,3 ambientes,7
PARQUE CHACABUCO,2019,Jun,NA,3 ambientes,7
PARQUE CHACABUCO,2019,Jul,NA,3 ambientes,7
PARQUE CHACABUCO,2019,Ago,NA,3 ambientes,7
PARQUE CHAS,2013,Jul,NA,3 ambientes,15
PARQUE CHAS,2013,Ago,NA,3 ambientes,15
PARQUE CHAS,2013,Sep,NA,3 ambientes,15
PARQUE CHAS,2013,Oct,NA,3 ambientes,15
PARQUE CHAS,2013,Nov,NA,3 ambientes,15
PARQUE CHAS,2013,Dic,NA,3 ambientes,15
PARQUE CHAS,2014,Ene,NA,3 ambientes,15
PARQUE CHAS,2014,Feb,NA,3 ambientes,15
PARQUE CHAS,2014,Mar,NA,3 ambientes,15
PARQUE CHAS,2014,Abr,NA,3 ambientes,15
PARQUE CHAS,2014,May,NA,3 ambientes,15
PARQUE CHAS,2014,Jun,NA,3 ambientes,15
PARQUE CHAS,2014,Jul,NA,3 ambientes,15
PARQUE CHAS,2014,Ago,NA,3 ambientes,15
PARQUE CHAS,2014,Sep,NA,3 ambientes,15
PARQUE CHAS,2014,Oct,NA,3 ambientes,15
PARQUE CHAS,2014,Nov,NA,3 ambientes,15
PARQUE CHAS,2014,Dic,NA,3 ambientes,15
PARQUE CHAS,2015,Ene,NA,3 ambientes,15
PARQUE CHAS,2015,Feb,NA,3 ambientes,15
PARQUE CHAS,2015,Mar,NA,3 ambientes,15
PARQUE CHAS,2015,Abr,NA,3 ambientes,15
PARQUE CHAS,2015,May,NA,3 ambientes,15
PARQUE CHAS,2015,Jun,NA,3 ambientes,15
PARQUE CHAS,2015,Jul,NA,3 ambientes,15
PARQUE CHAS,2015,Ago,NA,3 ambientes,15
PARQUE CHAS,2015,Sep,NA,3 ambientes,15
PARQUE CHAS,2015,Oct,NA,3 ambientes,15
PARQUE CHAS,2015,Nov,NA,3 ambientes,15
PARQUE CHAS,2015,Dic,NA,3 ambientes,15
PARQUE CHAS,2016,Ene,NA,3 ambientes,15
PARQUE CHAS,2016,Feb,NA,3 ambientes,15
PARQUE CHAS,2016,Mar,NA,3 ambientes,15
PARQUE CHAS,2016,Abr,NA,3 ambientes,15
PARQUE CHAS,2016,May,NA,3 ambientes,15
PARQUE CHAS,2016,Jun,NA,3 ambientes,15
PARQUE CHAS,2016,Jul,NA,3 ambientes,15
PARQUE CHAS,2016,Ago,NA,3 ambientes,15
PARQUE CHAS,2016,Sep,NA,3 ambientes,15
PARQUE CHAS,2016,Oct,NA,3 ambientes,15
PARQUE CHAS,2016,Nov,NA,3 ambientes,15
PARQUE CHAS,2016,Dic,NA,3 ambientes,15
PARQUE CHAS,2017,Ene,NA,3 ambientes,15
PARQUE CHAS,2017,Feb,NA,3 ambientes,15
PARQUE CHAS,2017,Mar,NA,3 ambientes,15
PARQUE CHAS,2017,Abr,NA,3 ambientes,15
PARQUE CHAS,2017,May,NA,3 ambientes,15
PARQUE CHAS,2017,Jun,NA,3 ambientes,15
PARQUE CHAS,2017,Jul,NA,3 ambientes,15
PARQUE CHAS,2017,Ago,NA,3 ambientes,15
PARQUE CHAS,2017,Sep,NA,3 ambientes,15
PARQUE CHAS,2017,Oct,NA,3 ambientes,15
PARQUE CHAS,2017,Nov,NA,3 ambientes,15
PARQUE CHAS,2017,Dic,NA,3 ambientes,15
PARQUE CHAS,2018,Ene,NA,3 ambientes,15
PARQUE CHAS,2018,Feb,NA,3 ambientes,15
PARQUE CHAS,2018,Mar,NA,3 ambientes,15
PARQUE CHAS,2018,Abr,NA,3 ambientes,15
PARQUE CHAS,2018,May,NA,3 ambientes,15
PARQUE CHAS,2018,Jun,NA,3 ambientes,15
PARQUE CHAS,2018,Jul,NA,3 ambientes,15
PARQUE CHAS,2018,Ago,NA,3 ambientes,15
PARQUE CHAS,2018,Sep,NA,3 ambientes,15
PARQUE CHAS,2018,Oct,NA,3 ambientes,15
PARQUE CHAS,2018,Nov,NA,3 ambientes,15
PARQUE CHAS,2018,Dic,NA,3 ambientes,15
PARQUE CHAS,2019,Ene,NA,3 ambientes,15
PARQUE CHAS,2019,Feb,NA,3 ambientes,15
PARQUE CHAS,2019,Mar,NA,3 ambientes,15
PARQUE CHAS,2019,Abr,NA,3 ambientes,15
PARQUE CHAS,2019,May,NA,3 ambientes,15
PARQUE CHAS,2019,Jun,NA,3 ambientes,15
PARQUE CHAS,2019,Jul,NA,3 ambientes,15
PARQUE CHAS,2019,Ago,NA,3 ambientes,15
PARQUE PATRICIOS,2013,Jul,NA,3 ambientes,4
PARQUE PATRICIOS,2013,Ago,NA,3 ambientes,4
PARQUE PATRICIOS,2013,Sep,4737,3 ambientes,4
PARQUE PATRICIOS,2013,Oct,NA,3 ambientes,4
PARQUE PATRICIOS,2013,Nov,NA,3 ambientes,4
PARQUE PATRICIOS,2013,Dic,NA,3 ambientes,4
PARQUE PATRICIOS,2014,Ene,NA,3 ambientes,4
PARQUE PATRICIOS,2014,Feb,NA,3 ambientes,4
PARQUE PATRICIOS,2014,Mar,NA,3 ambientes,4
PARQUE PATRICIOS,2014,Abr,NA,3 ambientes,4
PARQUE PATRICIOS,2014,May,NA,3 ambientes,4
PARQUE PATRICIOS,2014,Jun,NA,3 ambientes,4
PARQUE PATRICIOS,2014,Jul,NA,3 ambientes,4
PARQUE PATRICIOS,2014,Ago,NA,3 ambientes,4
PARQUE PATRICIOS,2014,Sep,NA,3 ambientes,4
PARQUE PATRICIOS,2014,Oct,NA,3 ambientes,4
PARQUE PATRICIOS,2014,Nov,NA,3 ambientes,4
PARQUE PATRICIOS,2014,Dic,NA,3 ambientes,4
PARQUE PATRICIOS,2015,Ene,NA,3 ambientes,4
PARQUE PATRICIOS,2015,Feb,NA,3 ambientes,4
PARQUE PATRICIOS,2015,Mar,NA,3 ambientes,4
PARQUE PATRICIOS,2015,Abr,NA,3 ambientes,4
PARQUE PATRICIOS,2015,May,NA,3 ambientes,4
PARQUE PATRICIOS,2015,Jun,NA,3 ambientes,4
PARQUE PATRICIOS,2015,Jul,NA,3 ambientes,4
PARQUE PATRICIOS,2015,Ago,NA,3 ambientes,4
PARQUE PATRICIOS,2015,Sep,NA,3 ambientes,4
PARQUE PATRICIOS,2015,Oct,NA,3 ambientes,4
PARQUE PATRICIOS,2015,Nov,NA,3 ambientes,4
PARQUE PATRICIOS,2015,Dic,NA,3 ambientes,4
PARQUE PATRICIOS,2016,Ene,NA,3 ambientes,4
PARQUE PATRICIOS,2016,Feb,NA,3 ambientes,4
PARQUE PATRICIOS,2016,Mar,NA,3 ambientes,4
PARQUE PATRICIOS,2016,Abr,NA,3 ambientes,4
PARQUE PATRICIOS,2016,May,NA,3 ambientes,4
PARQUE PATRICIOS,2016,Jun,NA,3 ambientes,4
PARQUE PATRICIOS,2016,Jul,NA,3 ambientes,4
PARQUE PATRICIOS,2016,Ago,NA,3 ambientes,4
PARQUE PATRICIOS,2016,Sep,NA,3 ambientes,4
PARQUE PATRICIOS,2016,Oct,NA,3 ambientes,4
PARQUE PATRICIOS,2016,Nov,NA,3 ambientes,4
PARQUE PATRICIOS,2016,Dic,NA,3 ambientes,4
PARQUE PATRICIOS,2017,Ene,NA,3 ambientes,4
PARQUE PATRICIOS,2017,Feb,NA,3 ambientes,4
PARQUE PATRICIOS,2017,Mar,NA,3 ambientes,4
PARQUE PATRICIOS,2017,Abr,NA,3 ambientes,4
PARQUE PATRICIOS,2017,May,NA,3 ambientes,4
PARQUE PATRICIOS,2017,Jun,NA,3 ambientes,4
PARQUE PATRICIOS,2017,Jul,NA,3 ambientes,4
PARQUE PATRICIOS,2017,Ago,NA,3 ambientes,4
PARQUE PATRICIOS,2017,Sep,NA,3 ambientes,4
PARQUE PATRICIOS,2017,Oct,NA,3 ambientes,4
PARQUE PATRICIOS,2017,Nov,NA,3 ambientes,4
PARQUE PATRICIOS,2017,Dic,NA,3 ambientes,4
PARQUE PATRICIOS,2018,Ene,NA,3 ambientes,4
PARQUE PATRICIOS,2018,Feb,NA,3 ambientes,4
PARQUE PATRICIOS,2018,Mar,NA,3 ambientes,4
PARQUE PATRICIOS,2018,Abr,NA,3 ambientes,4
PARQUE PATRICIOS,2018,May,NA,3 ambientes,4
PARQUE PATRICIOS,2018,Jun,NA,3 ambientes,4
PARQUE PATRICIOS,2018,Jul,NA,3 ambientes,4
PARQUE PATRICIOS,2018,Ago,NA,3 ambientes,4
PARQUE PATRICIOS,2018,Sep,NA,3 ambientes,4
PARQUE PATRICIOS,2018,Oct,NA,3 ambientes,4
PARQUE PATRICIOS,2018,Nov,NA,3 ambientes,4
PARQUE PATRICIOS,2018,Dic,NA,3 ambientes,4
PARQUE PATRICIOS,2019,Ene,NA,3 ambientes,4
PARQUE PATRICIOS,2019,Feb,NA,3 ambientes,4
PARQUE PATRICIOS,2019,Mar,NA,3 ambientes,4
PARQUE PATRICIOS,2019,Abr,NA,3 ambientes,4
PARQUE PATRICIOS,2019,May,NA,3 ambientes,4
PARQUE PATRICIOS,2019,Jun,NA,3 ambientes,4
PARQUE PATRICIOS,2019,Jul,NA,3 ambientes,4
PARQUE PATRICIOS,2019,Ago,NA,3 ambientes,4
PUERTO MADERO,2013,Jul,NA,3 ambientes,1
PUERTO MADERO,2013,Ago,NA,3 ambientes,1
PUERTO MADERO,2013,Sep,NA,3 ambientes,1
PUERTO MADERO,2013,Oct,NA,3 ambientes,1
PUERTO MADERO,2013,Nov,NA,3 ambientes,1
PUERTO MADERO,2013,Dic,NA,3 ambientes,1
PUERTO MADERO,2014,Ene,NA,3 ambientes,1
PUERTO MADERO,2014,Feb,NA,3 ambientes,1
PUERTO MADERO,2014,Mar,NA,3 ambientes,1
PUERTO MADERO,2014,Abr,NA,3 ambientes,1
PUERTO MADERO,2014,May,NA,3 ambientes,1
PUERTO MADERO,2014,Jun,NA,3 ambientes,1
PUERTO MADERO,2014,Jul,NA,3 ambientes,1
PUERTO MADERO,2014,Ago,NA,3 ambientes,1
PUERTO MADERO,2014,Sep,NA,3 ambientes,1
PUERTO MADERO,2014,Oct,NA,3 ambientes,1
PUERTO MADERO,2014,Nov,NA,3 ambientes,1
PUERTO MADERO,2014,Dic,NA,3 ambientes,1
PUERTO MADERO,2015,Ene,NA,3 ambientes,1
PUERTO MADERO,2015,Feb,NA,3 ambientes,1
PUERTO MADERO,2015,Mar,NA,3 ambientes,1
PUERTO MADERO,2015,Abr,NA,3 ambientes,1
PUERTO MADERO,2015,May,NA,3 ambientes,1
PUERTO MADERO,2015,Jun,NA,3 ambientes,1
PUERTO MADERO,2015,Jul,NA,3 ambientes,1
PUERTO MADERO,2015,Ago,NA,3 ambientes,1
PUERTO MADERO,2015,Sep,NA,3 ambientes,1
PUERTO MADERO,2015,Oct,NA,3 ambientes,1
PUERTO MADERO,2015,Nov,NA,3 ambientes,1
PUERTO MADERO,2015,Dic,NA,3 ambientes,1
PUERTO MADERO,2016,Ene,NA,3 ambientes,1
PUERTO MADERO,2016,Feb,NA,3 ambientes,1
PUERTO MADERO,2016,Mar,NA,3 ambientes,1
PUERTO MADERO,2016,Abr,NA,3 ambientes,1
PUERTO MADERO,2016,May,NA,3 ambientes,1
PUERTO MADERO,2016,Jun,NA,3 ambientes,1
PUERTO MADERO,2016,Jul,NA,3 ambientes,1
PUERTO MADERO,2016,Ago,NA,3 ambientes,1
PUERTO MADERO,2016,Sep,18264,3 ambientes,1
PUERTO MADERO,2016,Oct,21735,3 ambientes,1
PUERTO MADERO,2016,Nov,21582,3 ambientes,1
PUERTO MADERO,2016,Dic,21839,3 ambientes,1
PUERTO MADERO,2017,Ene,NA,3 ambientes,1
PUERTO MADERO,2017,Feb,21288,3 ambientes,1
PUERTO MADERO,2017,Mar,20621,3 ambientes,1
PUERTO MADERO,2017,Abr,21474,3 ambientes,1
PUERTO MADERO,2017,May,21691,3 ambientes,1
PUERTO MADERO,2017,Jun,20556,3 ambientes,1
PUERTO MADERO,2017,Jul,NA,3 ambientes,1
PUERTO MADERO,2017,Ago,NA,3 ambientes,1
PUERTO MADERO,2017,Sep,NA,3 ambientes,1
PUERTO MADERO,2017,Oct,24746,3 ambientes,1
PUERTO MADERO,2017,Nov,NA,3 ambientes,1
PUERTO MADERO,2017,Dic,NA,3 ambientes,1
PUERTO MADERO,2018,Ene,24413,3 ambientes,1
PUERTO MADERO,2018,Feb,NA,3 ambientes,1
PUERTO MADERO,2018,Mar,NA,3 ambientes,1
PUERTO MADERO,2018,Abr,NA,3 ambientes,1
PUERTO MADERO,2018,May,NA,3 ambientes,1
PUERTO MADERO,2018,Jun,NA,3 ambientes,1
PUERTO MADERO,2018,Jul,NA,3 ambientes,1
PUERTO MADERO,2018,Ago,NA,3 ambientes,1
PUERTO MADERO,2018,Sep,NA,3 ambientes,1
PUERTO MADERO,2018,Oct,NA,3 ambientes,1
PUERTO MADERO,2018,Nov,NA,3 ambientes,1
PUERTO MADERO,2018,Dic,NA,3 ambientes,1
PUERTO MADERO,2019,Ene,NA,3 ambientes,1
